Estado;Bacia;Nome Poço;Operador;Campo;Operador;Número do Contrato;Período;Óleo (bbl/dia);Condensado (bbl/dia);Petróleo (bbl/dia);Tempo de Produção (hs por mês)
Rio Grande do Norte;Potiguar;1-BRSA-1038-RN;1MU2RN;MAÇARICO;Potiguar E&P S.A.;4,861E+16;2020/08;1,6934;0;1,6934;744
Bahia;Recôncavo;1-BRSA-1056-BA;1SVE1BA;PARIRI;Petrobras;4,861E+16;2020/08;0;0;0;0
Bahia;Recôncavo;1-BRSA-1299D-BA;1SQ1DBA;JANDAIA;Petrobras;4,861E+14;2020/08;28,3173;0;28,3173;737
Rio Grande do Norte;Potiguar;1-BRSA-12-RN;1ALC4RN;PERIQUITO;Phoenix Óleo & Gás;4,861E+14;2020/08;0;0;0;374
Bahia;Recôncavo;1-BRSA-1304-BA;1FPA1BA;GURIATÃ;Petrobras;4,861E+16;2020/08;42,5688;0;42,5688;744
Espírito Santo;Espírito Santo;1-BRSA-1318-ES;1JQT1ES;Cancã Leste;Petrobras;4,861E+14;2020/08;0,6414;0;0,6414;379
Bahia;Recôncavo;1-BRSA-1331D-BA;1FCP1DBA;Canário da Terra;Petrobras;4,861E+16;2020/08;49,4978;0;49,4978;744
Espírito Santo;Espírito Santo;1-BRSA-258-ES;1CPS4ES;INHAMBU;Petrobras;4,861E+14;2020/08;0;0;0;0
Espírito Santo;Espírito Santo;1-BRSA-264-ES;1CPS3ES;INHAMBU;Petrobras;4,861E+14;2020/08;0;0;0;0
Rio Grande do Norte;Potiguar;1-BRSA-288A-RN;1VP1ARN;CANTO DO AMARO;Petrobras;4,8E+14;2020/08;2,1462;0;2,1462;430
Rio Grande do Norte;Potiguar;1-BRSA-309-RN;1VP2RN;CANTO DO AMARO;Petrobras;4,8E+14;2020/08;28,8676;0;28,8676;744
Alagoas;Alagoas;1-BRSA-313D-AL;1FRO3DAL;ANAMBÉ;Petrobras;4,861E+14;2020/08;19,8847;0;19,8847;568
Rio Grande do Norte;Potiguar;1-BRSA-320-RN;1MLC1RN;PINTASSILGO;Petrobras;486100039012000A;2020/08;0;0;0;0
Espírito Santo;Espírito Santo;1-BRSA-373D-ES;1CAR1DES;TABUIAIÁ;Petrobras;4,861E+14;2020/08;0;0;0;0
Espírito Santo;Espírito Santo;1-BRSA-412-ES;1PAT1ES;SERIEMA;Petrobras;4,861E+14;2020/08;12,6287;0;12,6287;744
Espírito Santo;Espírito Santo;1-BRSA-421-ES;1CJA1ES;TABUIAIÁ;Petrobras;4,861E+14;2020/08;0;0;0;0
Espírito Santo;Espírito Santo;1-BRSA-42-ES;1QUA1ES;CREJOÁ;Central Resources;4,861E+16;2020/08;0;0;0;0
Rio Grande do Norte;Potiguar;1-BRSA-452-RN;1LL2RN;ESTREITO;Petrobras;4,8E+14;2020/08;1,6451;0;1,6451;744
Rio Grande do Norte;Potiguar;1-BRSA-453-RN;1LL1RN;ESTREITO;Petrobras;4,8E+14;2020/08;0;0;0;0
Rio Grande do Norte;Potiguar;1-BRSA-456-RN;1RC5RN;TRINCA FERRO;Potiguar E&P S.A.;4,861E+14;2020/08;13,9271;0;13,9271;666
Espírito Santo;Espírito Santo;1-BRSA-45-ES;1MOE1ES;CREJOÁ;Central Resources;4,861E+16;2020/08;0;0;0;0
Espírito Santo;Espírito Santo;1-BRSA-461-ES;1MIL1ES;JACUTINGA;Petrobras;4,861E+14;2020/08;0;0;0;0
Espírito Santo;Espírito Santo;1-BRSA-463-ES;1BRA1ES;BIGUÁ;Petrobras;4,861E+14;2020/08;0;0;0;0
Bahia;Recôncavo;1-BRSA-470D-BA;1HBV1DBA;GUANAMBI;Petrobras;4,861E+14;2020/08;37,9375;0;37,9375;744
Alagoas;Alagoas;1-BRSA-510D-AL;1LBO1DAL;SÃO MIGUEL DOS CAMPOS;Petrobras;4,8E+14;2020/08;0;0;0;0
Alagoas;Alagoas;1-BRSA-513D-AL;1FRO4DAL;ANAMBÉ;Petrobras;4,861E+14;2020/08;0;0;0;0
Rio Grande do Norte;Potiguar;1-BRSA-521-RN;1RPV1RN;IRAÚNA;Imetame;4,861E+16;2020/08;6,3944;0;6,3944;685
Sergipe;Sergipe;1-BRSA-574-SE;1FSJQ1SE;MATO GROSSO;Petrobras;4,8E+14;2020/08;0;0;0;0
Espírito Santo;Espírito Santo;1-BRSA-57-ES;1CAN3ES;RIO IPIRANGA;Imetame;4,861E+16;2020/08;0;0;0;0
Sergipe;Sergipe;1-BRSA-605-SE;1FSJQ2SE;MATO GROSSO;Petrobras;4,8E+14;2020/08;0;0;0;0
Sergipe;Sergipe;1-BRSA-659-SE;1POI2SE;CARMÓPOLIS;Petrobras;4,8E+14;2020/08;0;0;0;0
Sergipe;Sergipe;1-BRSA-696-SE;1FSJQ3SE;MATO GROSSO;Petrobras;4,8E+14;2020/08;10,1696;0;10,1696;720
Sergipe;Sergipe;1-BRSA-698-SE;1DP2SE;MATO GROSSO;Petrobras;4,8E+14;2020/08;0;0;0;0
Bahia;Recôncavo;1-BRSA-712D-BA;1MRB1DBA;SOCORRO EXTENSÃO;Petrobras;4,8E+14;2020/08;59,5487;0;59,5487;722
Bahia;Recôncavo;1-BRSA-754D-BA;1MGB1DBA;CAMBACICA;Petrobras;4,861E+14;2020/08;0;14,1977;14,1977;658
Amazonas;Solimões;1-BRSA-769-AM;1ICB1AM;ARARA AZUL;Petrobras;4,861E+16;2020/08;0;1.391,43;1.391,43;744
Bahia;Recôncavo;1-BRSA-787DPA-BA;1PAR2DPBA;TAPIRANGA NORTE;Petrobras;4,861E+16;2020/08;0;0;0;0
Rio Grande do Norte;Potiguar;1-BRSA-7-RN;1ANG3RN;ESTREITO;Petrobras;4,8E+14;2020/08;0,4484;0;0,4484;670
Rio Grande do Norte;Potiguar;1-BRSA-7-RN;1ANG3RN;ANGICO;Petrobras;4,8E+14;2020/08;4,0356;0;4,0356;670
Bahia;Recôncavo;1-BRSA-812D-BA;1FPI1DBA;TAPIRANGA;Petrobras;4,861E+16;2020/08;0;0;0;0
Bahia;Recôncavo;1-BRSA-84-BA;1FRT1BA;MASSAPÊ;Petrobras;4,8E+14;2020/08;0;0;0;0
Alagoas;Alagoas;1-BRSA-935-AL;1BEL1AL;ARAPAÇU;Petrobras;4,861E+16;2020/08;0;0;0;734
Rio Grande do Norte;Potiguar;1-BVS-3-RN;1BVS 0003  RN;REDONDA PROFUNDO;Petrobras;4,8E+14;2020/08;0,0082;0;0,0082;742
Rio Grande do Norte;Potiguar;1-BVS-3-RN;1BVS 0003  RN;BENFICA;Petrobras;4,8E+14;2020/08;0,0237;0;0,0237;742
Rio Grande do Norte;Potiguar;1-BVS-3-RN;1BVS 0003  RN;BOA VISTA;Petrobras;4,8E+14;2020/08;12,3138;0;12,3138;742
Bahia;Recôncavo;1-BZ-1-BA;1BZ  0001  BA;ACAJÁ-BURIZINHO;Recôncavo E&P;4,861E+14;2020/08;2,8446;0;2,8446;644
Bahia;Recôncavo;1-C-1-BA;1C   0001  BA;CANDEIAS;Petrobras;4,8E+14;2020/08;9,2657;0;9,2657;713
Rio Grande do Norte;Potiguar;1-CAM-1-RN;1CAM 0001  RN;CANTO DO AMARO;Petrobras;4,8E+14;2020/08;20,8093;0;20,8093;743
Espírito Santo;Espírito Santo;1-CD-1D-ES;1CD  0001D ES;CÓRREGO DOURADO;Petrobras;4,8E+14;2020/08;0;0;0;0
Bahia;Recôncavo;1-CGL-1D-BA;1CGL 0001D BA;CANTAGALO;Petrobras;4,8E+14;2020/08;0;14,3913;14,3913;653
Rio Grande do Norte;Potiguar;1-CJ-1-RN;1CJ  0001  RN;CANTO DO AMARO;Petrobras;4,8E+14;2020/08;0;0;0;0
Bahia;Tucano Sul;1-CON-1-BA;1CON 0001  BA;CONCEIÇÃO;Petrobras;4,8E+14;2020/08;0;0,0343;0,0343;722
Espírito Santo;Espírito Santo;1-CP-1-ES;1CP  0001  ES;CÓRREGO DAS PEDRAS;Petrobras;4,8E+14;2020/08;0;0;0;0
Sergipe;Sergipe;1-CP-1-SE;1CP  0001  SE;CARMÓPOLIS;Petrobras;4,8E+14;2020/08;1,5741;0;1,5741;744
Amazonas;Solimões;1-CRP-1-AM;1CRP 0001  AM;CARAPANAÚBA;Petrobras;4,8E+14;2020/08;0;0;0;0
Alagoas;Alagoas;1-CSF-1-AL;1CSF 0001  AL;CIDADE DE SEBASTIÃO FERREIRA;Petrosynergy;4,8E+14;2020/08;0;0;0;0
Alagoas;Alagoas;1-CSMC-1-AL;1CSMC0001  AL;CIDADE DE SÃO MIGUEL DOS CAMPOS;Petrobras;4,8E+14;2020/08;0;0;0;0
Amazonas;Solimões;1-CUP-1-AM;1CUP 0001  AM;CARAPANAÚBA;Petrobras;4,8E+14;2020/08;0;14,7401;14,7401;570
Amazonas;Solimões;1-CUP-1-AM;1CUP 0001  AM;CUPIÚBA;Petrobras;4,8E+14;2020/08;0;48,1176;48,1176;570
Rio Grande do Norte;Potiguar;1-ET-1-RN;1ET  0001  RN;ESTREITO;Petrobras;4,8E+14;2020/08;40,6129;0;40,6129;744
Bahia;Recôncavo;1-FAP-1-BA;1FAP 0001  BA;FAZENDA ALTO DAS PEDRAS;Petrobras;4,861E+12;2020/08;0;0;0;0
Bahia;Recôncavo;1-FC-5-BA;1FC  0005  BA;NORTE DE FAZENDA CARUAÇU;Petrobras;4,8E+14;2020/08;0;0;0;0
Bahia;Recôncavo;1-FC-7-BA;1FC  0007  BA;NORTE DE FAZENDA CARUAÇU;Petrobras;4,8E+14;2020/08;0;0;0;744
Rio Grande do Norte;Potiguar;1-FCN-2-RN;1FCN 0002  RN;FAZENDA CANAAN;Petrobras;4,8E+14;2020/08;0;0;0;0
Alagoas;Alagoas;1-FGT-1-AL;1FGT 0001  AL;FAZENDA GUINDASTE;Petrosynergy;4,8E+14;2020/08;0;0;0;0
Bahia;Recôncavo;1-FI-1-BA;1FI  0001  BA;FAZENDA IMBÉ;Petrobras;4,8E+14;2020/08;0;0;0;0
Bahia;Tucano Sul;1-FMT-1-BA;1FMT 0001  BA;FAZENDA MATINHA;Petrobras;4,8E+14;2020/08;0;0,1343;0,1343;722
Bahia;Recôncavo;1-FO-1-BA;1FO  0001  BA;FAZENDA ONÇA;Petrobras;4,8E+14;2020/08;0;0;0;0
Rio Grande do Norte;Potiguar;1-FP-2-RN;1FP  0002  RN;FAZENDA POCINHO;Petrobras;4,8E+14;2020/08;3,0422;0;3,0422;744
Rio Grande do Norte;Potiguar;1-FP-3-RN;1FP  0003  RN;FAZENDA POCINHO;Petrobras;4,8E+14;2020/08;4,2235;0;4,2235;686
Alagoas;Alagoas;1-FPB-3-AL;1FPB 0003  AL;FAZENDA PAU BRASIL;Petrosynergy;4,8E+14;2020/08;3,3125;0;3,3125;288
Espírito Santo;Espírito Santo;1-FQ-3-ES;1FQ  0003  ES;FAZENDA QUEIMADAS;Petrobras;4,8E+14;2020/08;0;0;0;0
Bahia;Recôncavo;1-FSE-1-BA;1FSE 0001  BA;FAZENDA SANTO ESTEVÃO;Nova Petróleo;4,8E+14;2020/08;4,3054;0;4,3054;741
Bahia;Tucano Sul;1-FSR-1-BA;1FSR 0001  BA;FAZENDA SANTA ROSA;Petrobras;4,8E+14;2020/08;0;0;0;0
Alagoas;Alagoas;1-FTD-1-AL;1FTD 0001  AL;FURADO;Petrobras;4,8E+14;2020/08;62,4444;0;62,4444;736
Sergipe;Sergipe;1-FVB-2-SE;1FVB 0002  SE;FOZ DO VAZA-BARRIS;Guto & Cacal;4,861E+16;2020/08;2,9948;0;2,9948;248
Sergipe;Sergipe;1-GALP-11-SE;ANANDA;RABO BRANCO;Petrogal Brasil;4,861E+16;2020/08;0;0;0;0
Rio Grande do Norte;Potiguar;1-GALP-1-RN;1GALP1RN;ANDORINHA;Perícia;4,861E+14;2020/08;7,355;0;7,355;720
Rio Grande do Norte;Potiguar;1-GALP-42-RN;1PTL1RN;PERIQUITO NORTE;Phoenix Óleo & Gás;4,861E+16;2020/08;0;0;0;374
Bahia;Recôncavo;1-GO-1-BA;1GO  0001  BA;GOMO;Petrobras;4,8E+14;2020/08;14,723;0;14,723;474
Bahia;Recôncavo;1-GPK-4D-BA;1-PRC-1D-BA;PA-1GPK4DBA_REC-T-128;Geopark Brasil;4,861E+16;2020/08;0;0;0;0
Espírito Santo;Espírito Santo;1-GU-1-ES;1GU  0001  ES;GURIRI;Petrobras;4,8E+14;2020/08;0;0;0;0
Bahia;Recôncavo;1-IB-1-BA;1IB  0001  BA;ILHA DE BIMBARRA;Petrobras;4,8E+14;2020/08;0;0;0;0
Ceará;Potiguar;1-IC-3-CE;1IC  0003  CE;ICAPUÍ;Petrobras;4,8E+14;2020/08;3,3052;0;3,3052;744
Bahia;Recôncavo;1-IMET-10D-BA;1EVO1BA;CARDEAL DO NORDESTE;Imetame;4,861E+16;2020/08;0;0;0;24
Bahia;Recôncavo;1-IMET-3-BA;1PRP1BA;CARDEAL DO NORDESTE;Imetame;4,861E+16;2020/08;0;27,0563;27,0563;743
Amazonas;Solimões;1-IMT-1-AM;1IMT 0001  AM;LESTE DO URUCU;Petrobras;4,8E+14;2020/08;0;0;0;0
Sergipe;Sergipe;1-IP-2-SE;1IP  0002  SE;ILHA PEQUENA;Petrobras;4,8E+14;2020/08;0;0;0;0
Espírito Santo;Espírito Santo;1-IP-4-ES;1IP  0004  ES;FAZENDA SÃO RAFAEL;Petrobras;4,8E+14;2020/08;0;0;0;0
Sergipe;Sergipe;1-IV-2-SE;1IV  0002  SE;ILHA PEQUENA;Petrobras;4,8E+14;2020/08;0;0;0;0
Bahia;Camamu;1-JI-1-BA;1JI  0001  BA;JIRIBATUBA;Alvopetro;4,861E+16;2020/08;0;0;0;0
Rio Grande do Norte;Potiguar;1-JS-2-RN;1JS  0002  RN;CANTO DO AMARO;Petrobras;4,8E+14;2020/08;0;0;0;0
Rio Grande do Norte;Potiguar;1-KOCH-2D-RN;1KOCH2DRN;CARCARÁ;Central Resources;4,861E+16;2020/08;0;0;0;0
Rio Grande do Norte;Potiguar;1-LA-2-RN;1LA  0002  RN;CANTO DO AMARO;Petrobras;4,8E+14;2020/08;3,1922;0;3,1922;742
Rio Grande do Norte;Potiguar;1-LAR-2-RN;1LAR 0002  RN;LAGOA AROEIRA;SPE 3R Petroleum;4,8E+14;2020/08;10,6261;0;10,6261;744
Espírito Santo;Espírito Santo;1-LB-2-ES;1LB  0002  ES;LAGOA BONITA;Petrobras;4,8E+14;2020/08;0;0;0;0
Bahia;Recôncavo;1-LE-2-BA;1LE  0002  BA;LEODÓRIO;Petrobras;4,8E+14;2020/08;0;0;0;0
Sergipe;Sergipe;1-LI-1-SE;1LI  0001  SE;RIACHUELO;Petrobras;4,8E+14;2020/08;5,0665;0;5,0665;741
Bahia;Recôncavo;1-LM-1-BA;1LM  0001  BA;LAMARÃO;Petrobras;4,8E+14;2020/08;0;0;0;733
Bahia;Recôncavo;1-LP-1-BA;1LP  0001  BA;LAGOA DO PAULO;Recôncavo E&P;4,861E+14;2020/08;8,5194;0;8,5194;422
Bahia;Recôncavo;1-LP-2-BA;1LP  0002  BA;LAGOA DO PAULO;Recôncavo E&P;4,861E+14;2020/08;0;0;0;0
Alagoas;Alagoas;1-LPC-1-AL;1LPC 0001  AL;LAGOA PACAS;Petrosynergy;4,8E+14;2020/08;0;0;0;0
Bahia;Recôncavo;1-LPN-1-BA;1LPN 0001  BA;LAGOA DO PAULO NORTE;Recôncavo E&P;4,861E+14;2020/08;0;0;0;0
Bahia;Recôncavo;1-LPS-1-BA;1LPS 0001  BA;LAGOA DO PAULO SUL;Recôncavo E&P;4,861E+14;2020/08;0;0;0;0
Rio Grande do Norte;Potiguar;1-LPX-1D-RN;1LPX 0001D RN;LESTE DE POÇO XAVIER;Potiguar E&P S.A.;4,861E+12;2020/08;21,8019;0;21,8019;720
Espírito Santo;Espírito Santo;1-MA-1-ES;1MA  0001  ES;MARIRICU;Petrobras;4,8E+14;2020/08;0;0;0;0
Espírito Santo;Espírito Santo;1-MAN-1-ES;1MAN 0001  ES;MARIRICU NORTE;Petrobras;4,8E+14;2020/08;0;0;0;0
Bahia;Camamu;1-MB-1-BA;1MB  0001  BA;MORRO DO BARRO;Panergy;4,861E+16;2020/08;0;0;0;0
Bahia;Recôncavo;1-MDU-2-BA;1MDU 0002  BA;MANDACARU;Petrobras;4,8E+14;2020/08;5,4987;0;5,4987;677
Bahia;Recôncavo;1-MM-1-BA;1MM  0001  BA;RIO DO BU;Petrobras;4,8E+14;2020/08;2,5949;0;2,5949;744
Bahia;Recôncavo;1-MP-2-BA;1MP  0002  BA;MASSAPÊ;Petrobras;4,8E+14;2020/08;7,4697;0;7,4697;727
Bahia;Recôncavo;1-MPE-1-BA;1MPE1BA;UIRAPURU;Petrosynergy;4,861E+14;2020/08;6,2438;0;6,2438;744
Bahia;Recôncavo;1-MPE-5DP-BA;1MPE5DPBA;CANÁRIO;Petrosynergy;4,861E+14;2020/08;27,1802;0;27,1802;738
Rio Grande do Norte;Potiguar;1-MPE-7-RN;1MPE7RN;PITIGUARI;Petrosynergy;4,861E+14;2020/08;0;0;0;0
Rio Grande do Norte;Potiguar;1-MPE-8-RN;1MPE8RN;IRERÊ;Petrosynergy;4,861E+14;2020/08;8,4823;0;8,4823;744
Rio Grande do Norte;Potiguar;1-NEC-1-RN;1NEC 0001  RN;CANTO DO AMARO;Petrobras;4,8E+14;2020/08;0;0;0;0
Sergipe;Sergipe;1-NORD-1-SE;1TATU1;GUARÁ;Nord;4,861E+16;2020/08;0,071;0;0,071;44
Bahia;Recôncavo;1-NRR-1-BA;1NRR 0001  BA;CEXIS;Petrobras;4,8E+14;2020/08;0;0;0;0
Maranhão;Parnaíba;1-OGX-107-MA;1OGXFAZENDACHICOTEMA;GAVIÃO CABOCLO;Eneva;4,861E+16;2020/08;0;1,2495;1,2495;91
Maranhão;Parnaíba;1-OGX-121-MA;1OGXFAZSTAVITÓRIAMA;GAVIÃO VERMELHO;Eneva;4,861E+16;2020/08;0;0,0666;0,0666;32
Maranhão;Parnaíba;1-OGX-16-MA;1OGXCALIFORNIAMA;GAVIÃO AZUL;Eneva;4,861E+16;2020/08;0;0,6234;0,6234;691
Bahia;Recôncavo;1-PDR-1-BA;1PDR 0001  BA;PEDRINHAS;Petrobras;4,8E+14;2020/08;0;0;0;0
Alagoas;Alagoas;1-PIR-1-AL;1PIR 0001  AL;PILAR;Petrobras;4,8E+14;2020/08;0;12,995;12,995;744
Rio Grande do Norte;Potiguar;1-PJ-1-RN;1PJ  0001  RN;PAJEÚ;Potiguar E&P S.A.;4,8E+14;2020/08;11,1229;0;11,1229;740
Rio Grande do Norte;Potiguar;1-PL-1-RN;1PL  0001  RN;FAZENDA POCINHO;Petrobras;4,8E+14;2020/08;6,9013;0;6,9013;743
Rio Grande do Norte;Potiguar;1-POTI-7-RN;1POTI7RN;ROLINHA;Imetame;4,861E+14;2020/08;2,2954;0;2,2954;744
Rio Grande do Norte;Potiguar;1-PSA-1-RN;1PSA 0001  RN;PEDRA SENTADA;Petrobras;4,861E+12;2020/08;0,5259;0;0,5259;301
Espírito Santo;Espírito Santo;1-PSY-12DA-ES;1PSY12DAES;ALBATROZ;Petrosynergy;4,861E+14;2020/08;0;0;0;0
Bahia;Recôncavo;1-PSY-18-BA;1PSY18BALOC-3;TROVOADA;Petrosynergy;4,861E+16;2020/08;0;0;0;335
Bahia;Recôncavo;1-PSY-19D-BA;1PSYREC153LOC1BA;UIRAPURU SUDOESTE;Petrosynergy;4,861E+16;2020/08;0;0;0;0
Rio Grande do Norte;Potiguar;1-PSY-4-RN;1PSY4RN;ARAÇARI;Petrosynergy;4,861E+14;2020/08;3,2201;0;3,2201;744
Sergipe;Sergipe;1-PTA-3-SE;1PTA 0003  SE;HARPIA;Nord;4,861E+16;2020/08;3,0435;0;3,0435;320
Rio Grande do Norte;Potiguar;1-PTX-11-RN;1PTX11RN;CARDEAL;Partex Brasil;4,861E+14;2020/08;5,8921;0;5,8921;744
Rio Grande do Norte;Potiguar;1-PTX-19-RN;POT-T-514-P-02;CARDEAL;Partex Brasil;4,861E+14;2020/08;2,2116;0;2,2116;744
Rio Grande do Norte;Potiguar;1-PTX-8-RN;1PTX8RN;COLIBRI;Partex Brasil;4,861E+14;2020/08;0;0;0;0
Rio Grande do Norte;Potiguar;1-PV-2-RN;1PV  0002  RN;POÇO VERDE;Petrobras;4,8E+14;2020/08;0;0;0;0
Rio Grande do Norte;Potiguar;1-QTR-11-RN;1QTR11RN;CONCRIZ;Phoenix Óleo & Gás;4,861E+16;2020/08;0;0;0;0
Rio Grande do Norte;Potiguar;1-RAP-4-RN;1RAP 0004  RN;LESTE DE POÇO XAVIER;Potiguar E&P S.A.;4,861E+12;2020/08;5,6955;0;5,6955;742
Rio Grande do Norte;Potiguar;1-RC-4-RN;1RC  0004  RN;RIO DO CARMO;Phoenix Óleo & Gás;4,861E+16;2020/08;0;0;0;0
Bahia;Recôncavo;1-RCB-1-BA;1RCB 0001  BA;RIACHO DA BARRA;Petrobras;4,8E+14;2020/08;0;0;0;0
Rio Grande do Norte;Potiguar;1-RE-2-RN;1RE  0002  RN;REDONDA;Central Resources;4,8E+14;2020/08;0;0;0;0
Espírito Santo;Espírito Santo;1-RI-1-ES;1RI  0001  ES;RIO ITAÚNAS;Petrobras;4,8E+14;2020/08;0;0;0;0
Espírito Santo;Espírito Santo;1-RM-1A-ES;1RM  0001A ES;Rio Mariricu;Ubuntu Engenharia;4,861E+16;2020/08;0;0;0;0
Rio Grande do Norte;Potiguar;1-RMO-1-RN;1RMO 0001  RN;RIO MOSSORÓ;Potiguar E&P S.A.;4,8E+14;2020/08;4,6058;0;4,6058;275
Rio Grande do Norte;Potiguar;1-RO-1-RN;1RO  0001  RN;PONTA DO MEL;Central Resources;4,8E+14;2020/08;8,8387;0;8,8387;742
Bahia;Recôncavo;1-ROV-1-BA;1ROV 0001  BA;RIO DOS OVOS;Petrobras;4,8E+14;2020/08;1,8961;0;1,8961;744
Espírito Santo;Espírito Santo;1-RP-1-ES;1RP  0001  ES;RIO PRETO;Petrobras;4,8E+14;2020/08;12,0407;0;12,0407;744
Espírito Santo;Espírito Santo;1-RPO-1-ES;1RPO 0001  ES;RIO PRETO OESTE;Petrobras;4,8E+14;2020/08;0;0;0;0
Bahia;Recôncavo;1-RQ-1-BA;1RQ  0001  BA;BOM LUGAR;Alvopetro;4,861E+16;2020/08;0;0;0;0
Alagoas;Alagoas;1-RR-1-AL;1RR  0001  AL;PILAR;Petrobras;4,8E+14;2020/08;0;0;0;0
Bahia;Recôncavo;1-RS-1-BA;1RS  0001  BA;RIO DA SERRA;Petrobras;4,8E+14;2020/08;0;0;0;0
Alagoas;Alagoas;1-RSA-1-AL;1RSA 0001  AL;PILAR;Petrobras;4,8E+14;2020/08;0;0;0;0
Bahia;Recôncavo;1-RSE-1-BA;1RSE 0001  BA;RIO SAUÍPE;Petrobras;4,8E+14;2020/08;4,6543;0;4,6543;254
Espírito Santo;Espírito Santo;1-RSM-3-ES;1RSM 0003  ES;RIO SÃO MATEUS;Petrobras;4,8E+14;2020/08;0;0;0;0
Bahia;Recôncavo;1-RSP-1-BA;1RSP 0001  BA;RIACHO SÃO PEDRO;Petrobras;4,8E+14;2020/08;0;0;0;300
Bahia;Recôncavo;1-RSU-1D-BA;1RSU 0001D BA;RIO SUBAÚMA;Petrobras;4,8E+14;2020/08;0;0;0;0
Rio Grande do Norte;Potiguar;1-RT-1-RN;1RT  0001  RN;ARRIBAÇÃ;Imetame;4,861E+14;2020/08;2,5518;0;2,5518;559
Alagoas;Alagoas;1-RV-1D-AL;1RV  0001D AL;PILAR;Petrobras;4,8E+14;2020/08;0;0;0;0
Rio Grande do Norte;Potiguar;1-RV-1-RN;1RV  0001  RN;RIACHO VELHO;Leros;4,861E+16;2020/08;1,0364;0;1,0364;217
Bahia;Recôncavo;1-SA-1-BA;1SA  0001  BA;SANTANA;Santana;4,8E+14;2020/08;12,3571;0;12,3571;744
Rio Grande do Norte;Potiguar;1-SA-1-RN;1SA  0001  RN;ALTO DO RODRIGUES;Petrobras;4,8E+14;2020/08;0;0;0;0
Alagoas;Alagoas;1-SCE-1-AL;1SCE 0001  AL;SUL DE CORURIPE;Petrosynergy;4,8E+14;2020/08;46,5515;0;46,5515;720
Bahia;Recôncavo;1-SCX-1-BA;1SCX 0001  BA;SOCORRO EXTENSÃO;Petrobras;4,8E+14;2020/08;0;0;0;0
Bahia;Recôncavo;1-SDS-1-BA;1SDS 0001  BA;SÃO DOMINGOS;Petrobras;4,8E+14;2020/08;0;0;0;0
