Estado;Bacia;Nome Poço;Operador;Campo;Operador;Número do Contrato;Período;Óleo (bbl/dia);Condensado (bbl/dia);Petróleo (bbl/dia);Tempo de Produção (hs por mês)
Rio Grande do Norte;Potiguar;1-BRSA-320-RN       ;1MLC1RN             ;PINTASSILGO;Petrobras;486100039012000A              ;2020/05;0;0;0;0
Espírito Santo;Espírito Santo;1-BRSA-373D-ES      ;1CAR1DES            ;TABUIAIÁ;Petrobras;4,861E+14;2020/05;0;0;0;0
Espírito Santo;Espírito Santo;1-BRSA-412-ES       ;1PAT1ES             ;SERIEMA;Petrobras;4,861E+14;2020/05;7,3844;0;7,3844;698
Espírito Santo;Espírito Santo;1-BRSA-421-ES       ;1CJA1ES             ;TABUIAIÁ;Petrobras;4,861E+14;2020/05;0;0;0;0
Espírito Santo;Espírito Santo;1-BRSA-42-ES        ;1QUA1ES             ;CREJOÁ;Central Resources;4,861E+16;2020/05;0;0;0;0
Rio Grande do Norte;Potiguar;1-BRSA-452-RN       ;1LL2RN              ;ESTREITO;Petrobras;4,8E+14;2020/05;2,4745;0;2,4745;744
Rio Grande do Norte;Potiguar;1-BRSA-453-RN       ;1LL1RN              ;ESTREITO;Petrobras;4,8E+14;2020/05;0;0;0;0
Rio Grande do Norte;Potiguar;1-BRSA-456-RN       ;1RC5RN              ;TRINCA FERRO;Potiguar E&P S.A.;4,861E+14;2020/05;15,1812;0;15,1812;722
Espírito Santo;Espírito Santo;1-BRSA-45-ES        ;1MOE1ES             ;CREJOÁ;Central Resources;4,861E+16;2020/05;0;0;0;0
Espírito Santo;Espírito Santo;1-BRSA-461-ES       ;1MIL1ES             ;JACUTINGA;Petrobras;4,861E+14;2020/05;0;0;0;0
Espírito Santo;Espírito Santo;1-BRSA-463-ES       ;1BRA1ES             ;BIGUÁ;Petrobras;4,861E+14;2020/05;0;0;0;0
Bahia;Recôncavo;1-BRSA-470D-BA      ;1HBV1DBA            ;GUANAMBI;Petrobras;4,861E+14;2020/05;38,5866;0;38,5866;691
Alagoas;Alagoas;1-BRSA-510D-AL      ;1LBO1DAL            ;SÃO MIGUEL DOS CAMPOS;Petrobras;4,8E+14;2020/05;0;0;0;0
Alagoas;Alagoas;1-BRSA-513D-AL      ;1FRO4DAL            ;ANAMBÉ;Petrobras;4,861E+14;2020/05;0;0;0;0
Rio Grande do Norte;Potiguar;1-BRSA-521-RN       ;1RPV1RN             ;IRAÚNA;Imetame;4,861E+16;2020/05;5,1738;0;5,1738;744
Sergipe;Sergipe;1-BRSA-574-SE       ;1FSJQ1SE            ;MATO GROSSO;Petrobras;4,8E+14;2020/05;10,7891;0;10,7891;417
Espírito Santo;Espírito Santo;1-BRSA-57-ES        ;1CAN3ES             ;RIO IPIRANGA;Imetame;4,861E+16;2020/05;0;0;0;0
Sergipe;Sergipe;1-BRSA-605-SE       ;1FSJQ2SE            ;MATO GROSSO;Petrobras;4,8E+14;2020/05;5,0692;0;5,0692;695
Sergipe;Sergipe;1-BRSA-659-SE       ;1POI2SE             ;CARMÓPOLIS;Petrobras;4,8E+14;2020/05;1,1602;0;1,1602;637
Sergipe;Sergipe;1-BRSA-696-SE       ;1FSJQ3SE            ;MATO GROSSO;Petrobras;4,8E+14;2020/05;11,1204;0;11,1204;733
Sergipe;Sergipe;1-BRSA-698-SE       ;1DP2SE              ;MATO GROSSO;Petrobras;4,8E+14;2020/05;0;0;0;0
Bahia;Recôncavo;1-BRSA-712D-BA      ;1MRB1DBA            ;SOCORRO EXTENSÃO;Petrobras;4,8E+14;2020/05;52,2975;0;52,2975;740
Bahia;Recôncavo;1-BRSA-754D-BA      ;1MGB1DBA            ;CAMBACICA;Petrobras;4,861E+14;2020/05;0;13,5974;13,5974;617
Amazonas;Solimões;1-BRSA-769-AM       ;1ICB1AM             ;ARARA AZUL;Petrobras;4,861E+16;2020/05;0;1.371,85;1.371,85;744
Bahia;Recôncavo;1-BRSA-787DPA-BA    ;1PAR2DPBA           ;TAPIRANGA NORTE;Petrobras;4,861E+16;2020/05;0;0;0;0
Rio Grande do Norte;Potiguar;1-BRSA-7-RN         ;1ANG3RN             ;ANGICO;Petrobras;4,8E+14;2020/05;6,363;0;6,363;670
Rio Grande do Norte;Potiguar;1-BRSA-7-RN         ;1ANG3RN             ;ESTREITO;Petrobras;4,8E+14;2020/05;0,707;0;0,707;670
Bahia;Recôncavo;1-BRSA-812D-BA      ;1FPI1DBA            ;TAPIRANGA;Petrobras;4,861E+16;2020/05;0;0;0;0
Bahia;Recôncavo;1-BRSA-84-BA        ;1FRT1BA             ;MASSAPÊ;Petrobras;4,8E+14;2020/05;0;0;0;0
Alagoas;Alagoas;1-BRSA-935-AL       ;1BEL1AL             ;ARAPAÇU;Petrobras;4,861E+16;2020/05;0;0;0;659
Rio Grande do Norte;Potiguar;1-BVS-3-RN          ;1BVS 0003  RN       ;BOA VISTA;Petrobras;4,8E+14;2020/05;13,8865;0;13,8865;742
Rio Grande do Norte;Potiguar;1-BVS-3-RN          ;1BVS 0003  RN       ;REDONDA PROFUNDO;Petrobras;4,8E+14;2020/05;0,0092;0;0,0092;742
Rio Grande do Norte;Potiguar;1-BVS-3-RN          ;1BVS 0003  RN       ;BENFICA;Petrobras;4,8E+14;2020/05;0,0267;0;0,0267;742
Bahia;Recôncavo;1-BZ-1-BA           ;1BZ  0001  BA       ;ACAJÁ-BURIZINHO;Recôncavo E&P;4,861E+14;2020/05;3,3701;0;3,3701;713
Bahia;Recôncavo;1-C-1-BA            ;1C   0001  BA       ;CANDEIAS;Petrobras;4,8E+14;2020/05;5,798;0;5,798;674
Rio Grande do Norte;Potiguar;1-CAM-1-RN          ;1CAM 0001  RN       ;CANTO DO AMARO;Petrobras;4,8E+14;2020/05;13,7463;0;13,7463;744
Espírito Santo;Espírito Santo;1-CD-1D-ES          ;1CD  0001D ES       ;CÓRREGO DOURADO;Petrobras;4,8E+14;2020/05;0;0;0;0
Bahia;Recôncavo;1-CGL-1D-BA         ;1CGL 0001D BA       ;CANTAGALO;Petrobras;4,8E+14;2020/05;0;4,6273;4,6273;625
Rio Grande do Norte;Potiguar;1-CJ-1-RN           ;1CJ  0001  RN       ;CANTO DO AMARO;Petrobras;4,8E+14;2020/05;0;0;0;0
Bahia;Tucano Sul;1-CON-1-BA          ;1CON 0001  BA       ;CONCEIÇÃO;Petrobras;4,8E+14;2020/05;0;0,0893;0,0893;744
Espírito Santo;Espírito Santo;1-CP-1-ES           ;1CP  0001  ES       ;CÓRREGO DAS PEDRAS;Petrobras;4,8E+14;2020/05;0;0;0;0
Sergipe;Sergipe;1-CP-1-SE           ;1CP  0001  SE       ;CARMÓPOLIS;Petrobras;4,8E+14;2020/05;1,6071;0;1,6071;733
Amazonas;Solimões;1-CRP-1-AM          ;1CRP 0001  AM       ;CARAPANAÚBA;Petrobras;4,8E+14;2020/05;0;0;0;0
Alagoas;Alagoas;1-CSF-1-AL          ;1CSF 0001  AL       ;CIDADE DE SEBASTIÃO FERREIRA;Petrosynergy;4,8E+14;2020/05;0;0;0;0
Alagoas;Alagoas;1-CSMC-1-AL         ;1CSMC0001  AL       ;CIDADE DE SÃO MIGUEL DOS CAMPOS;Petrobras;4,8E+14;2020/05;0;0;0;0
Amazonas;Solimões;1-CUP-1-AM          ;1CUP 0001  AM       ;CARAPANAÚBA;Petrobras;4,8E+14;2020/05;0;14,4574;14,4574;570
Amazonas;Solimões;1-CUP-1-AM          ;1CUP 0001  AM       ;CUPIÚBA;Petrobras;4,8E+14;2020/05;0;47,1947;47,1947;570
Rio Grande do Norte;Potiguar;1-ET-1-RN           ;1ET  0001  RN       ;ESTREITO;Petrobras;4,8E+14;2020/05;26,5477;0;26,5477;744
Bahia;Recôncavo;1-FAP-1-BA          ;1FAP 0001  BA       ;FAZENDA ALTO DAS PEDRAS;Petrobras;4,861E+12;2020/05;0;0;0;0
Bahia;Recôncavo;1-FC-5-BA           ;1FC  0005  BA       ;NORTE DE FAZENDA CARUAÇU;Petrobras;4,8E+14;2020/05;0;0;0;0
Bahia;Recôncavo;1-FC-7-BA           ;1FC  0007  BA       ;NORTE DE FAZENDA CARUAÇU;Petrobras;4,8E+14;2020/05;0;0;0;744
Rio Grande do Norte;Potiguar;1-FCN-2-RN          ;1FCN 0002  RN       ;FAZENDA CANAAN;Petrobras;4,8E+14;2020/05;0;0;0;0
Alagoas;Alagoas;1-FGT-1-AL          ;1FGT 0001  AL       ;FAZENDA GUINDASTE;Petrosynergy;4,8E+14;2020/05;0;0;0;0
Bahia;Recôncavo;1-FI-1-BA           ;1FI  0001  BA       ;FAZENDA IMBÉ;Petrobras;4,8E+14;2020/05;0;0;0;0
Bahia;Tucano Sul;1-FMT-1-BA          ;1FMT 0001  BA       ;FAZENDA MATINHA;Petrobras;4,8E+14;2020/05;0;0,3681;0,3681;744
Bahia;Recôncavo;1-FO-1-BA           ;1FO  0001  BA       ;FAZENDA ONÇA;Petrobras;4,8E+14;2020/05;0;0;0;0
Rio Grande do Norte;Potiguar;1-FP-2-RN           ;1FP  0002  RN       ;FAZENDA POCINHO;Petrobras;4,8E+14;2020/05;1,178;0;1,178;744
Rio Grande do Norte;Potiguar;1-FP-3-RN           ;1FP  0003  RN       ;FAZENDA POCINHO;Petrobras;4,8E+14;2020/05;1,5925;0;1,5925;665
Alagoas;Alagoas;1-FPB-3-AL          ;1FPB 0003  AL       ;FAZENDA PAU BRASIL;Petrosynergy;4,8E+14;2020/05;19,6381;0;19,6381;744
Espírito Santo;Espírito Santo;1-FQ-3-ES           ;1FQ  0003  ES       ;FAZENDA QUEIMADAS;Petrobras;4,8E+14;2020/05;0;0;0;0
Bahia;Recôncavo;1-FSE-1-BA          ;1FSE 0001  BA       ;FAZENDA SANTO ESTEVÃO;Nova Petróleo;4,8E+14;2020/05;6,202;0;6,202;48
Bahia;Tucano Sul;1-FSR-1-BA          ;1FSR 0001  BA       ;FAZENDA SANTA ROSA;Petrobras;4,8E+14;2020/05;0;0;0;0
Alagoas;Alagoas;1-FTD-1-AL          ;1FTD 0001  AL       ;FURADO;Petrobras;4,8E+14;2020/05;80,5374;0;80,5374;741
Sergipe;Sergipe;1-FVB-2-SE          ;1FVB 0002  SE       ;FOZ DO VAZA-BARRIS;Guto & Cacal;4,861E+16;2020/05;7,006;0;7,006;240
Sergipe;Sergipe;1-GALP-11-SE        ;ANANDA              ;RABO BRANCO;Petrogal Brasil;4,861E+16;2020/05;0;0;0;0
Rio Grande do Norte;Potiguar;1-GALP-1-RN         ;1GALP1RN            ;ANDORINHA;Perícia;4,861E+14;2020/05;9,5585;0;9,5585;720
Rio Grande do Norte;Potiguar;1-GALP-42-RN        ;1PTL1RN             ;PERIQUITO NORTE;Phoenix Óleo & Gás;4,861E+16;2020/05;0;0;0;270
Bahia;Recôncavo;1-GO-1-BA           ;1GO  0001  BA       ;GOMO;Petrobras;4,8E+14;2020/05;22,6847;0;22,6847;731
Bahia;Recôncavo;1-GPK-4D-BA         ;1-PRC-1D-BA         ;PA-1GPK4DBA_REC-T-128;Geopark Brasil;4,861E+16;2020/05;72,8204;0;72,8204;254
Espírito Santo;Espírito Santo;1-GU-1-ES           ;1GU  0001  ES       ;GURIRI;Petrobras;4,8E+14;2020/05;0;0;0;0
Bahia;Recôncavo;1-IB-1-BA           ;1IB  0001  BA       ;ILHA DE BIMBARRA;Petrobras;4,8E+14;2020/05;0;0;0;262
Ceará;Potiguar;1-IC-3-CE           ;1IC  0003  CE       ;ICAPUÍ;Petrobras;4,8E+14;2020/05;3,194;0;3,194;669
Bahia;Recôncavo;1-IMET-10D-BA       ;1EVO1BA             ;CARDEAL DO NORDESTE;Imetame;4,861E+16;2020/05;0;0;0;0
Bahia;Recôncavo;1-IMET-3-BA         ;1PRP1BA             ;CARDEAL DO NORDESTE;Imetame;4,861E+16;2020/05;0;3,7995;3,7995;245
Amazonas;Solimões;1-IMT-1-AM          ;1IMT 0001  AM       ;LESTE DO URUCU;Petrobras;4,8E+14;2020/05;0;0;0;0
Sergipe;Sergipe;1-IP-2-SE           ;1IP  0002  SE       ;ILHA PEQUENA;Petrobras;4,8E+14;2020/05;0;0;0;0
Espírito Santo;Espírito Santo;1-IP-4-ES           ;1IP  0004  ES       ;FAZENDA SÃO RAFAEL;Petrobras;4,8E+14;2020/05;0;0;0;0
Sergipe;Sergipe;1-IV-2-SE           ;1IV  0002  SE       ;ILHA PEQUENA;Petrobras;4,8E+14;2020/05;0;0;0;0
Bahia;Camamu;1-JI-1-BA           ;1JI  0001  BA       ;JIRIBATUBA;Alvopetro;4,861E+16;2020/05;0;0;0;0
Rio Grande do Norte;Potiguar;1-JS-2-RN           ;1JS  0002  RN       ;CANTO DO AMARO;Petrobras;4,8E+14;2020/05;0;0;0;0
Rio Grande do Norte;Potiguar;1-KOCH-2D-RN        ;1KOCH2DRN           ;CARCARÁ;Central Resources;4,861E+16;2020/05;0;0;0;0
Rio Grande do Norte;Potiguar;1-LA-2-RN           ;1LA  0002  RN       ;CANTO DO AMARO;Petrobras;4,8E+14;2020/05;10,3262;0;10,3262;742
Rio Grande do Norte;Potiguar;1-LAR-2-RN          ;1LAR 0002  RN       ;LAGOA AROEIRA;3R PETROLEUM;4,8E+14;2020/05;11,304;0;11,304;690
Espírito Santo;Espírito Santo;1-LB-2-ES           ;1LB  0002  ES       ;LAGOA BONITA;Petrobras;4,8E+14;2020/05;0;0;0;0
Bahia;Recôncavo;1-LE-2-BA           ;1LE  0002  BA       ;LEODÓRIO;Petrobras;4,8E+14;2020/05;0;0;0;0
Sergipe;Sergipe;1-LI-1-SE           ;1LI  0001  SE       ;RIACHUELO;Petrobras;4,8E+14;2020/05;4,6524;0;4,6524;610
Bahia;Recôncavo;1-LM-1-BA           ;1LM  0001  BA       ;LAMARÃO;Petrobras;4,8E+14;2020/05;0;0;0;666
Bahia;Recôncavo;1-LP-1-BA           ;1LP  0001  BA       ;LAGOA DO PAULO;Recôncavo E&P;4,861E+14;2020/05;3,0191;0;3,0191;105
Bahia;Recôncavo;1-LP-2-BA           ;1LP  0002  BA       ;LAGOA DO PAULO;Recôncavo E&P;4,861E+14;2020/05;0;0;0;0
Alagoas;Alagoas;1-LPC-1-AL          ;1LPC 0001  AL       ;LAGOA PACAS;Petrosynergy;4,8E+14;2020/05;0;0;0;0
Bahia;Recôncavo;1-LPN-1-BA          ;1LPN 0001  BA       ;LAGOA DO PAULO NORTE;Recôncavo E&P;4,861E+14;2020/05;0;0;0;0
Bahia;Recôncavo;1-LPS-1-BA          ;1LPS 0001  BA       ;LAGOA DO PAULO SUL;Recôncavo E&P;4,861E+14;2020/05;0;0;0;0
Rio Grande do Norte;Potiguar;1-LPX-1D-RN         ;1LPX 0001D RN       ;LESTE DE POÇO XAVIER;Potiguar E&P S.A.;4,861E+12;2020/05;8,3616;0;8,3616;427
Espírito Santo;Espírito Santo;1-MA-1-ES           ;1MA  0001  ES       ;MARIRICU;Petrobras;4,8E+14;2020/05;0;0;0;0
Espírito Santo;Espírito Santo;1-MAN-1-ES          ;1MAN 0001  ES       ;MARIRICU NORTE;Petrobras;4,8E+14;2020/05;0;0;0;0
Bahia;Camamu;1-MB-1-BA           ;1MB  0001  BA       ;MORRO DO BARRO;Panergy;4,861E+16;2020/05;0;0;0;0
Bahia;Recôncavo;1-MDU-2-BA          ;1MDU 0002  BA       ;MANDACARU;Petrobras;4,8E+14;2020/05;7,2578;0;7,2578;744
Bahia;Recôncavo;1-MM-1-BA           ;1MM  0001  BA       ;RIO DO BU;Petrobras;4,8E+14;2020/05;6,2689;0;6,2689;744
Bahia;Recôncavo;1-MP-2-BA           ;1MP  0002  BA       ;MASSAPÊ;Petrobras;4,8E+14;2020/05;10,3788;0;10,3788;732
Bahia;Recôncavo;1-MPE-1-BA          ;1MPE1BA             ;UIRAPURU;Petrosynergy;4,861E+14;2020/05;11,4584;0;11,4584;727
Bahia;Recôncavo;1-MPE-5DP-BA        ;1MPE5DPBA           ;CANÁRIO;Petrosynergy;4,861E+14;2020/05;27,8786;0;27,8786;716
Rio Grande do Norte;Potiguar;1-MPE-7-RN          ;1MPE7RN             ;PITIGUARI;Petrosynergy;4,861E+14;2020/05;0;0;0;0
Rio Grande do Norte;Potiguar;1-MPE-8-RN          ;1MPE8RN             ;IRERÊ;Petrosynergy;4,861E+14;2020/05;8,6655;0;8,6655;720
Rio Grande do Norte;Potiguar;1-NEC-1-RN          ;1NEC 0001  RN       ;CANTO DO AMARO;Petrobras;4,8E+14;2020/05;0;0;0;0
Bahia;Recôncavo;1-NRR-1-BA          ;1NRR 0001  BA       ;CEXIS;Petrobras;4,8E+14;2020/05;0;0;0;0
Maranhão;Parnaíba;1-OGX-107-MA        ;1OGXFAZENDACHICOTEMA;GAVIÃO CABOCLO;Eneva;4,861E+16;2020/05;0;0,0023;0,0023;5
Maranhão;Parnaíba;1-OGX-121-MA        ;1OGXFAZSTAVITÓRIAMA ;GAVIÃO VERMELHO;Eneva;4,861E+16;2020/05;0;0;0;7
Bahia;Recôncavo;1-PDR-1-BA          ;1PDR 0001  BA       ;PEDRINHAS;Petrobras;4,8E+14;2020/05;4,8551;0;4,8551;218
Alagoas;Alagoas;1-PIR-1-AL          ;1PIR 0001  AL       ;PILAR;Petrobras;4,8E+14;2020/05;0;0;0;689
Rio Grande do Norte;Potiguar;1-PJ-1-RN           ;1PJ  0001  RN       ;PAJEÚ;Potiguar E&P S.A.;4,8E+14;2020/05;5,6807;0;5,6807;744
Rio Grande do Norte;Potiguar;1-PL-1-RN           ;1PL  0001  RN       ;FAZENDA POCINHO;Petrobras;4,8E+14;2020/05;8,5917;0;8,5917;744
Rio Grande do Norte;Potiguar;1-POTI-7-RN         ;1POTI7RN            ;ROLINHA;Imetame;4,861E+14;2020/05;2,1143;0;2,1143;744
Rio Grande do Norte;Potiguar;1-PSA-1-RN          ;1PSA 0001  RN       ;PEDRA SENTADA;Petrobras;4,861E+12;2020/05;1,5696;0;1,5696;710
Espírito Santo;Espírito Santo;1-PSY-12DA-ES       ;1PSY12DAES          ;ALBATROZ;Petrosynergy;4,861E+14;2020/05;0;0;0;0
Bahia;Recôncavo;1-PSY-18-BA         ;1PSY18BALOC-3       ;TROVOADA;Petrosynergy;4,861E+16;2020/05;0;0;0;0
Bahia;Recôncavo;1-PSY-19D-BA        ;1PSYREC153LOC1BA    ;UIRAPURU SUDOESTE;Petrosynergy;4,861E+16;2020/05;0;0;0;0
Rio Grande do Norte;Potiguar;1-PSY-4-RN          ;1PSY4RN             ;ARAÇARI;Petrosynergy;4,861E+14;2020/05;4,1954;0;4,1954;696
Sergipe;Sergipe;1-PTA-3-SE          ;1PTA 0003  SE       ;HARPIA;Nord;4,861E+16;2020/05;3,0435;0;3,0435;160
Rio Grande do Norte;Potiguar;1-PTX-11-RN         ;1PTX11RN            ;CARDEAL;Partex Brasil;4,861E+14;2020/05;0;0;0;738
Rio Grande do Norte;Potiguar;1-PTX-19-RN         ;POT-T-514-P-02      ;CARDEAL;Partex Brasil;4,861E+14;2020/05;1,9803;0;1,9803;730
Rio Grande do Norte;Potiguar;1-PTX-8-RN          ;1PTX8RN             ;COLIBRI;Partex Brasil;4,861E+14;2020/05;5,9124;0;5,9124;739
Rio Grande do Norte;Potiguar;1-PV-2-RN           ;1PV  0002  RN       ;POÇO VERDE;Petrobras;4,8E+14;2020/05;0;0;0;0
Rio Grande do Norte;Potiguar;1-QTR-11-RN         ;1QTR11RN            ;CONCRIZ;Phoenix Óleo & Gás;4,861E+16;2020/05;0;0;0;0
Rio Grande do Norte;Potiguar;1-RAP-4-RN          ;1RAP 0004  RN       ;LESTE DE POÇO XAVIER;Potiguar E&P S.A.;4,861E+12;2020/05;6,6682;0;6,6682;742
Rio Grande do Norte;Potiguar;1-RC-4-RN           ;1RC  0004  RN       ;RIO DO CARMO;Phoenix Óleo & Gás;4,861E+16;2020/05;0;0;0;0
Bahia;Recôncavo;1-RCB-1-BA          ;1RCB 0001  BA       ;RIACHO DA BARRA;Petrobras;4,8E+14;2020/05;0;0;0;0
Rio Grande do Norte;Potiguar;1-RE-2-RN           ;1RE  0002  RN       ;REDONDA;Petrobras;4,8E+14;2020/05;0;0;0;0
Espírito Santo;Espírito Santo;1-RI-1-ES           ;1RI  0001  ES       ;RIO ITAÚNAS;Petrobras;4,8E+14;2020/05;0;0;0;0
Espírito Santo;Espírito Santo;1-RM-1A-ES          ;1RM  0001A ES       ;Rio Mariricu;Ubuntu Engenharia;4,861E+16;2020/05;0;0;0;0
Rio Grande do Norte;Potiguar;1-RMO-1-RN          ;1RMO 0001  RN       ;RIO MOSSORÓ;Potiguar E&P S.A.;4,8E+14;2020/05;0,2816;0;0,2816;15
Rio Grande do Norte;Potiguar;1-RO-1-RN           ;1RO  0001  RN       ;PONTA DO MEL;Petrobras;4,8E+14;2020/05;7,0817;0;7,0817;741
Bahia;Recôncavo;1-ROV-1-BA          ;1ROV 0001  BA       ;RIO DOS OVOS;Petrobras;4,8E+14;2020/05;1,4471;0;1,4471;744
Espírito Santo;Espírito Santo;1-RP-1-ES           ;1RP  0001  ES       ;RIO PRETO;Petrobras;4,8E+14;2020/05;7,593;0;7,593;719
Espírito Santo;Espírito Santo;1-RPO-1-ES          ;1RPO 0001  ES       ;RIO PRETO OESTE;Petrobras;4,8E+14;2020/05;0;0;0;0
Bahia;Recôncavo;1-RQ-1-BA           ;1RQ  0001  BA       ;BOM LUGAR;Alvopetro;4,861E+16;2020/05;0;0;0;0
Alagoas;Alagoas;1-RR-1-AL           ;1RR  0001  AL       ;PILAR;Petrobras;4,8E+14;2020/05;0;0;0;0
Bahia;Recôncavo;1-RS-1-BA           ;1RS  0001  BA       ;RIO DA SERRA;Petrobras;4,8E+14;2020/05;0;0;0;0
Alagoas;Alagoas;1-RSA-1-AL          ;1RSA 0001  AL       ;PILAR;Petrobras;4,8E+14;2020/05;0;0;0;0
Bahia;Recôncavo;1-RSE-1-BA          ;1RSE 0001  BA       ;RIO SAUÍPE;Petrobras;4,8E+14;2020/05;7,9862;0;7,9862;518
Espírito Santo;Espírito Santo;1-RSM-3-ES          ;1RSM 0003  ES       ;RIO SÃO MATEUS;Petrobras;4,8E+14;2020/05;0;0;0;0
Bahia;Recôncavo;1-RSP-1-BA          ;1RSP 0001  BA       ;RIACHO SÃO PEDRO;Petrobras;4,8E+14;2020/05;0;0;0;0
Bahia;Recôncavo;1-RSU-1D-BA         ;1RSU 0001D BA       ;RIO SUBAÚMA;Petrobras;4,8E+14;2020/05;0,379;0;0,379;4
Rio Grande do Norte;Potiguar;1-RT-1-RN           ;1RT  0001  RN       ;ARRIBAÇÃ;Imetame;4,861E+14;2020/05;4,2454;0;4,2454;744
