Estado;Bacia;Nome Poço;;Campo;Operador;Número do Contrato;Período;Óleo (bbl/dia);Condensado (bbl/dia);Petróleo (bbl/dia);Gás Natural (Mm³/dia);;;Volume Gás Royalties (Mm³/dia);Água (bbl/dia);Instalação Destino;Tipo Instalação;Tempo de Produção (hs por mês);;ANP;Operador;;;;;;;;Associado;Não Associado;Gás Total;;;;;
Rio de Janeiro;Campos;7-MLS-42H-RJS;7MLS42HRJS          ;MARLIM SUL;Petrobras;480000037249774;2007/01;15.432,8929;0,0000;15.432,8929;218,3052;0,0000;218,3052;6.758,25773;17.433,8580;;;0
Rio de Janeiro;Campos;7-MLS-31H-RJS;7MLS31HRJS          ;MARLIM SUL;Petrobras;480000037249774;2007/01;4.090,6774;0,0000;4.090,6774;63,0456;0,0000;63,0456;1.951,75701;8.354,4482;;;0
Rio de Janeiro;Campos;7-MLS-106H-RJS;7MLS106HRJS         ;MARLIM SUL;Petrobras;480000037249774;2007/01;4.964,7114;0,0000;4.964,7114;70,7772;0,0000;70,7772;2.191,10940;7.035,9276;;;0
Rio de Janeiro;Campos;7-MLS-32H-RJS;7MLS32HRJS          ;MARLIM SUL;Petrobras;480000037249774;2007/01;5.366,6952;0,0000;5.366,6952;82,7966;0,0000;82,7966;2.563,20377;9.176,5021;;;0
Rio de Janeiro;Campos;7-MLS-21HP-RJS;7MLS21HPRJS         ;MARLIM SUL;Petrobras;480000037249774;2007/01;8.322,9870;0,0000;8.322,9870;117,7964;0,0000;117,7964;3.646,72307;5.787,3658;;;0
Rio de Janeiro;Campos;7-MLS-51HP-RJS;7MLS51HPRJS         ;MARLIM SUL;Petrobras;480000037249774;2007/01;8.925,3337;0,0000;8.925,3337;177,9554;0,0000;177,9554;5.509,11540;0,0000;;;0
Rio de Janeiro;Campos;7-MLS-33H-RJS;7MLS33HRJS          ;MARLIM SUL;Petrobras;480000037249774;2007/01;5.239,5517;0,0000;5.239,5517;96,8369;0,0000;96,8369;2.997,86217;6.001,1564;;;0
Rio de Janeiro;Campos;1-RJS-460-RJS;1RJS 0460  RJ       ;MARLIM SUL;Petrobras;480000037249774;2007/01;7.216,2402;0,0000;7.216,2402;128,6050;0,0000;128,6050;3.981,33415;4.872,0178;;;0
Rio de Janeiro;Campos;7-MLS-135HP-RJS;7MLS135HPRJS        ;MARLIM SUL;Petrobras;480000037249774;2007/01;14.252,1008;0,0000;14.252,1008;167,0207;0,0000;167,0207;5.170,59943;0,0000;;;0
Rio de Janeiro;Campos;7-MLS-139HP-RJS;7MLS139HPRJS        ;MARLIM SUL;Petrobras;480000037249774;2007/01;8.874,9219;0,0000;8.874,9219;113,4598;0,0000;113,4598;3.512,46937;20,9491;;;0
Rio de Janeiro;Campos;7-MLS-45HP-RJS;7MLS45HPRJS         ;MARLIM SUL;Petrobras;480000037249774;2007/01;10.483,6930;0,0000;10.483,6930;563,5621;0,0000;563,5621;17.446,66418;105,8636;;;0
Rio de Janeiro;Campos;7-MLS-39HP-RJS;7MLS39HPRJS         ;MARLIM SUL;Petrobras;480000037249774;2007/01;2.183,2681;0,0000;2.183,2681;39,1361;0,0000;39,1361;1.211,56872;8.301,7822;;;0
Rio de Janeiro;Campos;4-RJS-382-RJ;4RJS 0382  RJ       ;MARLIM SUL;Petrobras;480000037249774;2007/01;9.930,0619;0,0000;9.930,0619;211,1639;0,0000;211,1639;6.537,17940;7.158,3719;;;0
Rio de Janeiro;Campos;7-MLS-16HP-RJS;7MLS 0016HPRJS      ;MARLIM SUL;Petrobras;480000037249774;2007/01;5.794,3272;0,0000;5.794,3272;76,8009;0,0000;76,8009;2.377,59027;9.289,9621;;;0
Rio de Janeiro;Campos;7-MLS-43HA-RJS;7MLS43HARJS         ;MARLIM SUL;Petrobras;480000037249774;2007/01;21.913,4972;0,0000;21.913,4972;299,2643;0,0000;299,2643;9.264,57501;0,0000;;;0
Rio de Janeiro;Campos;3-MRL-4-RJS;3MRL 0004  RJS      ;MARLIM SUL;Petrobras;480000037249774;2007/01;2.699,0346;0,0000;2.699,0346;43,1638;0,0000;43,1638;1.336,25679;2.358,2101;;;0
Rio de Janeiro;Campos;7-MRL-63D-RJS;7MRL 0063D RJS      ;MARLIM;Petrobras;480000037239710;2007/01;3.986,4593;0,0000;3.986,4593;53,9780;0,0000;53,9780;1.668,26553;254,4208;;;0
Rio de Janeiro;Campos;7-MRL-29D-RJS;7MRL 0029D RJS      ;MARLIM;Petrobras;480000037239710;2007/01;2.065,2997;0,0000;2.065,2997;27,5542;0,0000;27,5542;851,60075;3.048,5066;;;0
Rio de Janeiro;Campos;7-MRL-58D-RJS;7MRL 0058D RJS      ;MARLIM;Petrobras;480000037239710;2007/01;4.343,2924;0,0000;4.343,2924;59,1192;0,0000;59,1192;1.827,16017;550,8372;;;0
Rio de Janeiro;Campos;7-MRL-102H-RJS;7MRL 0102H RJS      ;MARLIM;Petrobras;480000037239710;2007/01;9.348,1936;0,0000;9.348,1936;124,4875;0,0000;124,4875;3.847,45667;5.729,4873;;;0
Rio de Janeiro;Campos;7-MRL-112H-RJS;7MRL 0112H RJS      ;MARLIM;Petrobras;480000037239710;2007/01;7.253,9303;0,0000;7.253,9303;77,2827;0,0000;77,2827;2.388,52984;6.007,3225;;;0
Rio de Janeiro;Campos;7-MRL-71D-RJS;7MRL 0071D RJS      ;MARLIM;Petrobras;480000037239710;2007/01;5.372,1470;0,0000;5.372,1470;68,1959;0,0000;68,1959;2.107,68948;2.645,9567;;;0
Rio de Janeiro;Campos;7-MRL-89D-RJS;7MRL 0089D RJS      ;MARLIM;Petrobras;480000037239710;2007/01;5.024,3530;0,0000;5.024,3530;70,0163;0,0000;70,0163;2.163,95185;1.630,6535;;;0
Rio de Janeiro;Campos;7-MRL-91H-RJS;7MRL 0091H RJS      ;MARLIM;Petrobras;480000037239710;2007/01;3.580,8923;0,0000;3.580,8923;47,5546;0,0000;47,5546;1.469,73936;7.583,2749;;;0
Rio de Janeiro;Campos;7-MRL-42-RJS;7MRL 0042  RJS      ;MARLIM;Petrobras;480000037239710;2007/01;5.747,2997;0,0000;5.747,2997;89,0933;0,0000;89,0933;2.753,55251;4.335,6370;;;0
Rio de Janeiro;Campos;7-MRL-118H-RJS;7MRL 0118H RJS      ;MARLIM;Petrobras;480000037239710;2007/01;5.121,3317;0,0000;5.121,3317;60,6234;0,0000;60,6234;1.873,64913;4.541,5188;;;0
Rio de Janeiro;Campos;7-MRL-16D-RJS;7MRL 0016D RJS      ;MARLIM;Petrobras;480000037239710;2007/01;1.292,5012;0,0000;1.292,5012;18,4822;0,0000;18,4822;571,21714;2.436,1225;;;0
Rio de Janeiro;Campos;7-MRL-167HP-RJS;7MRL167HPRJS        ;MARLIM;Petrobras;480000037239710;2007/01;6.299,6120;0,0000;6.299,6120;85,6953;0,0000;85,6953;2.648,53267;6.299,6018;;;0
Rio de Janeiro;Campos;7-MRL-109H-RJS;7MRL 0109H RJS      ;MARLIM;Petrobras;480000037239710;2007/01;2.648,8825;0,0000;2.648,8825;39,7104;0,0000;39,7104;1.227,30554;1.173,4858;;;0
Rio de Janeiro;Campos;7-MRL-171HP-RJS;7MRL171HPRJS        ;MARLIM;Petrobras;480000037239710;2007/01;9.171,0847;0,0000;9.171,0847;116,1822;0,0000;116,1822;3.590,77096;92,6185;;;0
Rio de Janeiro;Campos;7-MRL-115H-RJS;7MRL 0115H RJS      ;MARLIM;Petrobras;480000037239710;2007/01;1.031,1778;0,0000;1.031,1778;11,8041;0,0000;11,8041;364,82126;2.262,9478;;;0
Rio de Janeiro;Campos;7-MRL-152HP-RJS;7MRL152HPRJS        ;MARLIM;Petrobras;480000037239710;2007/01;8.623,6136;0,0000;8.623,6136;164,0310;0,0000;164,0310;5.069,60394;3.673,0705;;;0
Rio de Janeiro;Campos;7-MRL-127HB-RJS;7MRL127HBRJS        ;MARLIM;Petrobras;480000037239710;2007/01;2.234,5057;0,0000;2.234,5057;37,6514;0,0000;37,6514;1.163,66991;4.973,5678;;;0
Rio de Janeiro;Campos;7-MRL-80-RJS;7MRL 0080  RJS      ;MARLIM;Petrobras;480000037239710;2007/01;1.615,6310;0,0000;1.615,6310;19,9474;0,0000;19,9474;616,50107;1.153,6830;;;0
Rio de Janeiro;Campos;7-MRL-82D-RJS;7MRL 0082D RJS      ;MARLIM;Petrobras;480000037239710;2007/01;3.122,2333;0,0000;3.122,2333;34,9090;0,0000;34,9090;1.078,91135;1.154,7807;;;0
Rio de Janeiro;Campos;7-MRL-21D-RJS;7MRL 0021D RJS      ;MARLIM;Petrobras;480000037239710;2007/01;4.808,7403;0,0000;4.808,7403;49,9645;0,0000;49,9645;1.544,22109;534,2625;;;0
Rio de Janeiro;Campos;7-MRL-51-RJS;7MRL 0051  RJS      ;MARLIM;Petrobras;480000037239710;2007/01;2.045,2027;0,0000;2.045,2027;25,3351;0,0000;25,3351;783,01637;305,5935;;;0
Rio de Janeiro;Campos;7-MRL-14-RJS;7MRL 0014  RJS      ;MARLIM;Petrobras;480000037239710;2007/01;4.933,5220;0,0000;4.933,5220;58,6920;0,0000;58,6920;1.813,95657;870,5827;;;0
Rio de Janeiro;Campos;7-MRL-169HP-RJS;7MRL169HPRJS        ;MARLIM;Petrobras;480000037239710;2007/01;4.266,0271;0,0000;4.266,0271;49,9657;0,0000;49,9657;1.544,26036;1.650,7586;;;0
Rio de Janeiro;Campos;7-MRL-136HP-RJS;7MRL136HPRJS        ;MARLIM;Petrobras;480000037239710;2007/01;2.120,0636;0,0000;2.120,0636;24,0331;0,0000;24,0331;742,77761;1.535,1783;;;0
Rio de Janeiro;Campos;7-MRL-84HP-RJS;7MRL 0084HPRJS      ;MARLIM;Petrobras;480000037239710;2007/01;3.851,2811;0,0000;3.851,2811;47,0980;0,0000;47,0980;1.455,62940;8.572,1670;;;0
Rio de Janeiro;Campos;7-MRL-134HP-RJS;7MRL134HPRJS        ;MARLIM;Petrobras;480000037239710;2007/01;8.040,3128;0,0000;8.040,3128;87,3963;0,0000;87,3963;2.701,10395;7.367,3884;;;0
Rio de Janeiro;Campos;7-MRL-43D-RJS;7MRL 0043D RJS      ;MARLIM;Petrobras;480000037239710;2007/01;5.391,7935;0,0000;5.391,7935;63,1512;0,0000;63,1512;1.951,77354;3.624,5456;;;0
Rio de Janeiro;Campos;7-MRL-56D-RJS;7MRL 0056D RJS      ;MARLIM;Petrobras;480000037239710;2007/01;8.773,4632;0,0000;8.773,4632;123,2948;0,0000;123,2948;3.810,59504;2.620,2862;;;0
Rio de Janeiro;Campos;7-MRL-9-RJS;7MRL 0009  RJS      ;MARLIM;Petrobras;480000037239710;2007/01;5.984,2957;0,0000;5.984,2957;66,9986;0,0000;66,9986;2.070,68409;2.315,6585;;;0
Rio de Janeiro;Campos;7-MRL-10-RJS;7MRL 0010  RJS      ;MARLIM;Petrobras;480000037239710;2007/01;3.668,7650;0,0000;3.668,7650;51,3434;0,0000;51,3434;1.586,83817;2.154,6312;;;0
Rio de Janeiro;Campos;7-MRL-104D-RJS;7MRL 0104D RJS      ;MARLIM;Petrobras;480000037239710;2007/01;3.698,8141;0,0000;3.698,8141;54,2446;0,0000;54,2446;1.676,50378;1.863,2974;;;0
Rio de Janeiro;Campos;7-MRL-103-RJS;7MRL 0103  RJS      ;MARLIM;Petrobras;480000037239710;2007/01;2.575,3728;0,0000;2.575,3728;26,4017;0,0000;26,4017;815,98090;4.113,8847;;;0
Rio de Janeiro;Campos;7-MRL-154HP-RJS;7MRL154HPRJS        ;MARLIM;Petrobras;480000037239710;2007/01;9.166,5216;0,0000;9.166,5216;139,1717;0,0000;139,1717;4.301,29260;962,2232;;;0
Rio de Janeiro;Campos;7-MRL-8D-RJS;7MRL 0008D RJS      ;MARLIM;Petrobras;480000037239710;2007/01;10.591,3096;0,0000;10.591,3096;148,4803;0,0000;148,4803;4.588,98913;1.582,5750;;;0
Rio de Janeiro;Campos;7-MRL-47D-RJS;7MRL 0047D RJS      ;MARLIM;Petrobras;480000037239710;2007/01;355,5082;0,0000;355,5082;7,6541;0,0000;7,6541;236,55951;3.062,8088;;;0
Rio de Janeiro;Campos;7-MRL-27D-RJS;7MRL 0027D RJS      ;MARLIM;Petrobras;480000037239710;2007/01;3.319,9464;0,0000;3.319,9464;39,8353;0,0000;39,8353;1.231,16399;1.473,4610;;;0
Rio de Janeiro;Campos;7-MRL-87D-RJS;7MRL 0087D RJS      ;MARLIM;Petrobras;480000037239710;2007/01;1.956,3338;0,0000;1.956,3338;16,9799;0,0000;16,9799;524,78638;2.153,8217;;;0
Rio de Janeiro;Campos;7-MRL-88H-RJS;7MRL 0088H RJS      ;MARLIM;Petrobras;480000037239710;2007/01;7.324,2078;0,0000;7.324,2078;95,9879;0,0000;95,9879;2.966,63998;5.089,6493;;;0
Rio de Janeiro;Campos;7-MRL-68D-RJS;7MRL 0068D RJS      ;MARLIM;Petrobras;480000037239710;2007/01;1.296,1939;0,0000;1.296,1939;14,9268;0,0000;14,9268;461,33265;1.296,1838;;;0
Rio de Janeiro;Campos;7-MRL-126HP-RJS;7MRL126HPRJS        ;MARLIM;Petrobras;480000037239710;2007/01;4.119,6166;0,0000;4.119,6166;54,9527;0,0000;54,9527;1.698,38811;5.461,8275;;;0
Rio de Janeiro;Campos;7-MRL-142HA-RJS;7MRL142HARJS        ;MARLIM;Petrobras;480000037239710;2007/01;4.582,2240;0,0000;4.582,2240;57,8056;0,0000;57,8056;1.786,56071;8.509,7984;;;0
Rio de Janeiro;Campos;7-MRL-74-RJS;7MRL 0074  RJS      ;MARLIM;Petrobras;480000037239710;2007/01;2.666,2748;0,0000;2.666,2748;32,1471;0,0000;32,1471;993,54988;4.331,7861;;;0
Rio de Janeiro;Campos;7-MRL-62D-RJS;7MRL 0062D RJS      ;MARLIM;Petrobras;480000037239710;2007/01;4.506,5900;0,0000;4.506,5900;63,2371;0,0000;63,2371;1.954,43077;733,5988;;;0
Rio de Janeiro;Campos;7-MRL-19D-RJS;7MRL 0019D RJS      ;MARLIM;Petrobras;480000037239710;2007/01;4.695,5948;0,0000;4.695,5948;52,2738;0,0000;52,2738;1.615,59388;1.173,8774;;;0
Rio de Janeiro;Campos;7-MRL-150HP-RJS;7MRL150HPRJS        ;MARLIM;Petrobras;480000037239710;2007/01;3.560,6412;0,0000;3.560,6412;37,2450;0,0000;37,2450;1.151,10658;1.569,9487;;;0
Rio de Janeiro;Campos;3-MRL-3-RJS;3MRL 0003  RJS      ;MARLIM;Petrobras;480000037239710;2007/01;3.372,4703;0,0000;3.372,4703;97,9572;0,0000;97,9572;3.027,50131;1.377,4481;;;0
Rio de Janeiro;Campos;7-MRL-49D-RJS;7MRL 0049D RJS      ;MARLIM;Petrobras;480000037239710;2007/01;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;;;0
Rio de Janeiro;Campos;7-MRL-40D-RJS;7MRL 0040D RJS      ;MARLIM;Petrobras;480000037239710;2007/01;4.977,0414;0,0000;4.977,0414;56,5789;0,0000;56,5789;1.748,64777;997,7586;;;0
Rio de Janeiro;Campos;7-MRL-179HPA-RJS;7MRL179HPARJS       ;MARLIM;Petrobras;480000037239710;2007/01;129,6066;0,0000;129,6066;76,8469;0,0000;76,8469;2.375,05858;22,8442;;;0
Rio de Janeiro;Campos;7-MRL-99D-RJS;7MRL 0099D RJS      ;MARLIM;Petrobras;480000037239710;2007/01;9.907,6113;0,0000;9.907,6113;129,8811;0,0000;129,8811;4.014,15429;861,4767;;;0
Rio de Janeiro;Campos;7-MRL-22D-RJS;7MRL 0022D RJS      ;MARLIM;Petrobras;480000037239710;2007/01;2.613,0082;0,0000;2.613,0082;34,8388;0,0000;34,8388;1.076,73988;2.976,4456;;;0
Rio de Janeiro;Campos;7-MRL-123HP-RJS;7MRL 0123HPRJS      ;MARLIM;Petrobras;480000037239710;2007/01;3.688,9411;0,0000;3.688,9411;55,8645;0,0000;55,8645;1.726,57023;5.198,5625;;;0
Rio de Janeiro;Campos;7-MRL-156HP-RJS;7MRL156HPRJS        ;MARLIM;Petrobras;480000037239710;2007/01;6.688,4906;0,0000;6.688,4906;58,8830;0,0000;58,8830;1.819,85958;5.403,4926;;;0
Rio de Janeiro;Campos;7-MRL-24D-RJS;7MRL 0024D RJS      ;MARLIM;Petrobras;480000037239710;2007/01;3.903,5616;0,0000;3.903,5616;40,5594;0,0000;40,5594;1.253,54370;1.870,8898;;;0
Rio de Janeiro;Campos;7-MRL-85D-RJS;7MRL 0085D RJS      ;MARLIM;Petrobras;480000037239710;2007/01;2.074,2170;0,0000;2.074,2170;24,4369;0,0000;24,4369;755,25740;1.435,6512;;;0
Rio de Janeiro;Campos;7-MRL-72D-RJS;7MRL 0072D RJS      ;MARLIM;Petrobras;480000037239710;2007/01;1.829,5779;0,0000;1.829,5779;24,4084;0,0000;24,4084;754,37412;1.285,1117;;;0
Rio de Janeiro;Campos;7-MRL-177HP-RJS;7MRL177HPRJS        ;MARLIM;Petrobras;480000037239710;2007/01;4.179,5544;0,0000;4.179,5544;56,8556;0,0000;56,8556;1.757,19954;14.818,3845;;;0
Rio de Janeiro;Campos;7-MRL-54-RJS;7MRL 0054  RJS      ;MARLIM;Petrobras;480000037239710;2007/01;7.939,5237;0,0000;7.939,5237;112,1370;0,0000;112,1370;3.465,74828;2.110,4585;;;0
Rio de Janeiro;Campos;7-MRL-64D-RJS;7MRL 0064D RJS      ;MARLIM;Petrobras;480000037239710;2007/01;1.146,2306;0,0000;1.146,2306;12,7213;0,0000;12,7213;393,17070;1.400,9274;;;0
Rio de Janeiro;Campos;7-MRL-78D-RJS;7MRL 0078D RJS      ;MARLIM;Petrobras;480000037239710;2007/01;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;;;0
Rio de Janeiro;Campos;7-MRL-121HP-RJS;7MRL 0121HPRJS      ;MARLIM;Petrobras;480000037239710;2007/01;5.771,4140;0,0000;5.771,4140;81,1197;0,0000;81,1197;2.507,11558;7.650,4460;;;0
Rio de Janeiro;Campos;7-MRL-13-RJS;7MRL 0013  RJS      ;MARLIM;Petrobras;480000037239710;2007/01;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;;;0
Rio de Janeiro;Campos;7-MRL-129HPA-RJS;7MRL129HPARJS       ;MARLIM;Petrobras;480000037239710;2007/01;3.110,4916;0,0000;3.110,4916;36,8916;0,0000;36,8916;1.140,18682;5.776,5798;;;0
Rio de Janeiro;Campos;7-MRL-159HP-RJS;7MRL159HPRJS        ;MARLIM;Petrobras;480000037239710;2007/01;5.091,6113;0,0000;5.091,6113;49,1247;0,0000;49,1247;1.518,26780;7.897,1567;;;0
Rio de Janeiro;Campos;7-MRL-149HP-RJS;7MRL149HPRJS        ;MARLIM;Petrobras;480000037239710;2007/01;4.522,7751;0,0000;4.522,7751;62,3867;0,0000;62,3867;1.928,14690;5.826,7907;;;0
Rio de Janeiro;Campos;7-MRL-60D-RJS;7MRL 0060D RJS      ;MARLIM;Petrobras;480000037239710;2007/01;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;;;0
Rio de Janeiro;Campos;7-MRL-101D-RJS;7MRL 0101D RJS      ;MARLIM;Petrobras;480000037239710;2007/01;1.962,2178;0,0000;1.962,2178;39,8659;0,0000;39,8659;1.232,11110;2.955,5878;;;0
Rio de Janeiro;Campos;7-MRL-53D-RJS;7MRL 0053D RJS      ;MARLIM;Petrobras;480000037239710;2007/01;4.108,2422;0,0000;4.108,2422;49,0401;0,0000;49,0401;1.515,65042;3.382,5117;;;0
Rio de Janeiro;Campos;7-MRL-141HP-RJS;7MRL141HPRJS        ;MARLIM;Petrobras;480000037239710;2007/01;13.532,4430;0,0000;13.532,4430;221,0674;0,0000;221,0674;6.832,39415;0,0000;;;0
Rio de Janeiro;Campos;7-MRL-69-RJS;7MRL 0069  RJS      ;MARLIM;Petrobras;480000037239710;2007/01;5.529,9462;0,0000;5.529,9462;74,0988;0,0000;74,0988;2.290,12451;2.831,1713;;;0
Rio de Janeiro;Campos;7-MRL-100H-RJS;7MRL 0100H RJS      ;MARLIM;Petrobras;480000037239710;2007/01;7.268,7581;0,0000;7.268,7581;87,8925;0,0000;87,8925;2.716,43928;2.422,8713;;;0
Rio de Janeiro;Campos;7-MRL-173HP-RJS;7MRL173HPRJS        ;MARLIM;Petrobras;480000037239710;2007/01;9.617,3873;0,0000;9.617,3873;92,7911;0,0000;92,7911;2.867,83804;3.240,0394;;;0
Rio de Janeiro;Campos;7-MRL-111D-RJS;7MRL 0111D RJS      ;MARLIM;Petrobras;480000037239710;2007/01;5.262,4223;0,0000;5.262,4223;79,6494;0,0000;79,6494;2.461,67475;5.982,0455;;;0
Rio de Janeiro;Campos;7-MRL-145H-RJS;7MRL145HRJS         ;MARLIM;Petrobras;480000037239710;2007/01;6.110,0229;0,0000;6.110,0229;69,3512;0,0000;69,3512;2.143,39409;4.281,1328;;;0
Rio de Janeiro;Campos;7-MRL-32D-RJS;7MRL 0032D RJS      ;MARLIM;Petrobras;480000037239710;2007/01;1.600,9737;0,0000;1.600,9737;21,8949;0,0000;21,8949;676,69103;2.286,0517;;;0
Alagoas;Alagoas;4-ALS-39-AL;4ALS 0039  AL       ;PARU;Petrobras;480000038409775;2007/01;0,0000;360,6902;360,6902;0,0000;414,8710;414,8710;12.861,00000;0,0000;;;0
Rio de Janeiro;Campos;7-PG-10D-RJS;7PG  0010D RJS      ;PARGO;Petrobras;480000037129795;2007/01;163,3200;0,0000;163,3200;1,3748;0,0000;1,3748;42,33115;639,0508;;;0
Rio de Janeiro;Campos;7-PG-4-RJS;7PG  0004  RJS      ;PARGO;Petrobras;480000037129795;2007/01;236,7951;0,0000;236,7951;1,9946;0,0000;1,9946;61,41610;119,7925;;;0
Rio de Janeiro;Campos;7-PG-15D-RJS;7PG  0015D RJS      ;PARGO;Petrobras;480000037129795;2007/01;106,0340;0,0000;106,0340;0,8938;0,0000;0,8938;27,52000;744,7135;;;0
Rio de Janeiro;Campos;7-PG-26D-RJS;7PG  0026D RJS      ;PARGO;Petrobras;480000037129795;2007/01;293,2309;0,0000;293,2309;2,4645;0,0000;2,4645;75,88257;192,6102;;;0
Rio de Janeiro;Campos;7-PG-7D-RJS;7PG  0007D RJS      ;PARGO;Petrobras;480000037129795;2007/01;380,5294;0,0000;380,5294;3,2096;0,0000;3,2096;98,82654;244,1075;;;0
Rio de Janeiro;Campos;3-PG-6D-RJS;3PG  0006D RJS      ;PARGO;Petrobras;480000037129795;2007/01;206,0623;0,0000;206,0623;1,7350;0,0000;1,7350;53,42078;948,4486;;;0
Rio de Janeiro;Campos;7-PG-19D-RJS;7PG  0019D RJS      ;PARGO;Petrobras;480000037129795;2007/01;1.281,1166;0,0000;1.281,1166;10,7950;0,0000;10,7950;332,38575;3.282,1487;;;0
Rio de Janeiro;Campos;7-PG-24D-RJS;7PG  0024D RJS      ;PARGO;Petrobras;480000037129795;2007/01;733,7936;0,0000;733,7936;6,1920;0,0000;6,1920;190,65668;2.451,2100;;;0
Rio de Janeiro;Campos;7-PG-14D-RJS;7PG  0014D RJS      ;PARGO;Petrobras;480000037129795;2007/01;128,7402;0,0000;128,7402;1,0858;0,0000;1,0858;33,43289;729,4861;;;0
Rio de Janeiro;Campos;7-PG-20D-RJS;7PG  0020D RJS      ;PARGO;Petrobras;480000037129795;2007/01;295,5399;0,0000;295,5399;2,4879;0,0000;2,4879;76,60284;126,6301;;;0
