Estado;Bacia;Nome Poço;;Campo;Operador;Número do Contrato;Período;Óleo (bbl/dia);Condensado (bbl/dia);Petróleo (bbl/dia);Gás Natural (Mm³/dia);;;Volume Gás Royalties (Mm³/dia);Água (bbl/dia);Instalação Destino;Tipo Instalação;Tempo de Produção (hs por mês);;ANP;Operador;;;;;;;;Associado;Não Associado;Gás Total;;;;;
Rio de Janeiro;Campos;7-BR-23HP-RJS;7BR23HPRJS          ;BARRACUDA;Petrobras;480000038979792;2010/01;5.270,6579;0,0000;5.270,6579;51,6873;0,0000;51,6873;1.600,09830;5.270,6072;PETROBRAS 43;UEP;0
Rio de Janeiro;Campos;7-BR-25HP-RJS;7BR25HPRJS          ;BARRACUDA;Petrobras;480000038979792;2010/01;4.895,5681;0,0000;4.895,5681;40,9257;0,0000;40,9257;1.266,94605;3.263,6688;PETROBRAS 43;UEP;0
Rio de Janeiro;Campos;7-BR-27HP-RJS;7BR27HPRJS          ;BARRACUDA;Petrobras;480000038979792;2010/01;3.263,5065;0,0000;3.263,5065;84,9942;0,0000;84,9942;2.631,18708;5.801,7552;PETROBRAS 43;UEP;0
Rio de Janeiro;Campos;7-BR-29HP-RJS;7BR29HPRJS          ;BARRACUDA;Petrobras;480000038979792;2010/01;7.027,7488;0,0000;7.027,7488;70,0482;0,0000;70,0482;2.168,50123;780,8150;PETROBRAS 43;UEP;0
Rio de Janeiro;Campos;7-BR-31HP-RJS;7BR31HPRJS          ;BARRACUDA;Petrobras;480000038979792;2010/01;5.176,8809;0,0000;5.176,8809;93,2129;0,0000;93,2129;2.885,61574;14.139,7993;PETROBRAS 43;UEP;0
Rio de Janeiro;Campos;6-BR-3-RJS;6BR  0003  RJS      ;BARRACUDA;Petrobras;480000038979792;2010/01;9.848,2031;0,0000;9.848,2031;113,9932;0,0000;113,9932;3.528,91577;4.220,6208;PETROBRAS 43;UEP;0
Rio de Janeiro;Campos;7-BR-36HPA-RJS;7BR36HPARJS         ;BARRACUDA;Petrobras;480000038979792;2010/01;7.246,7498;0,0000;7.246,7498;89,7064;0,0000;89,7064;2.777,06448;2.288,4074;PETROBRAS 43;UEP;0
Rio de Janeiro;Campos;7-BR-40HP-RJS;7BR40HPRJS          ;BARRACUDA;Petrobras;480000038979792;2010/01;4.951,9918;0,0000;4.951,9918;56,5238;0,0000;56,5238;1.749,82289;101,0245;PETROBRAS 43;UEP;0
Rio de Janeiro;Campos;7-BR-42HP-RJS;7BR42HPRJS          ;BARRACUDA;Petrobras;480000038979792;2010/01;10.040,9817;0,0000;10.040,9817;114,6105;0,0000;114,6105;3.548,02632;418,3414;PETROBRAS 43;UEP;0
Rio de Janeiro;Campos;1-RJS-401-RJS;1RJS 0401  RJ       ;BARRACUDA;Petrobras;480000038979792;2010/01;2.663,3592;0,0000;2.663,3592;43,2455;0,0000;43,2455;1.338,76223;0,0000;PETROBRAS 43;UEP;0
Rio de Janeiro;Campos;7-BR-44HP-RJS;7BR44HPRJS          ;BARRACUDA;Petrobras;480000038979792;2010/01;10.072,5342;0,0000;10.072,5342;123,0655;0,0000;123,0655;3.809,76949;163,7339;PETROBRAS 43;UEP;0
Rio de Janeiro;Campos;7-BR-49HPA-RJS;7BR49HPARJS         ;BARRACUDA;Petrobras;480000038979792;2010/01;5.708,6742;0,0000;5.708,6742;80,7620;0,0000;80,7620;2.500,16975;14.679,4102;PETROBRAS 43;UEP;0
Rio de Janeiro;Campos;7-BR-51HP-RJS;7BR51HPRJS          ;BARRACUDA;Petrobras;480000038979792;2010/01;9.910,9206;0,0000;9.910,9206;121,0924;0,0000;121,0924;3.748,68884;632,5743;PETROBRAS 43;UEP;0
Rio de Janeiro;Campos;7-BR-56H-RJS;7BR56HRJS           ;BARRACUDA;Petrobras;480000038979792;2010/01;8.503,5167;0,0000;8.503,5167;92,9602;0,0000;92,9602;2.877,79098;8,4730;PETROBRAS 43;UEP;0
Rio de Janeiro;Campos;7-BR-53HPA-RJS;7BR53HPARJS         ;BARRACUDA;Petrobras;480000038979792;2010/01;5.614,9012;0,0000;5.614,9012;69,3668;0,0000;69,3668;2.147,40471;6.704,8928;PETROBRAS 43;UEP;0
Rio de Janeiro;Campos;3-BR-6-RJS;3BR  0006  RJS      ;BARRACUDA;Petrobras;480000038979792;2010/01;6.238,4324;0,0000;6.238,4324;60,1731;0,0000;60,1731;1.862,79301;6,2107;PETROBRAS 43;UEP;0
Rio de Janeiro;Campos;7-BR-60HP-RJS;7BR60HPRJS          ;BARRACUDA;Petrobras;480000038979792;2010/01;2.317,4683;0,0000;2.317,4683;35,7624;0,0000;35,7624;1.107,10690;61,8309;PETROBRAS 43;UEP;0
Rio de Janeiro;Campos;7-BR-62HP-RJS;7BR62HPRJS          ;BARRACUDA;Petrobras;480000038979792;2010/01;7.403,0435;0,0000;7.403,0435;108,3031;0,0000;108,3031;3.352,76715;308,4218;PETROBRAS 43;UEP;0
Bahia;Recôncavo;7-C-137-BA;7C   0137  BA       ;CANDEIAS;Petrobras;480000036389734;2010/01;25,4169;0,0000;25,4169;5,6504;0,0000;5,6504;0,00000;0,0000;;;0
Bahia;Recôncavo;7-C-170-BA;7C   0170  BA       ;CANDEIAS;Petrobras;480000036389734;2010/01;24,3395;0,0000;24,3395;8,6500;0,0000;8,6500;0,00000;0,0000;;;0
Bahia;Recôncavo;7-C-173D-BA;7C   0173D BA       ;CANDEIAS;Petrobras;480000036389734;2010/01;28,5273;0,0000;28,5273;16,8692;0,0000;16,8692;0,00000;0,0000;;;0
Bahia;Recôncavo;7-C-174D-BA;7C   0174D BA       ;CANDEIAS;Petrobras;480000036389734;2010/01;3,6298;0,0000;3,6298;1,6144;0,0000;1,6144;0,00000;0,0000;;;0
Bahia;Recôncavo;3-C-184-BA;3C   0184  BA       ;CANDEIAS;Petrobras;480000036389734;2010/01;7,3327;0,0000;7,3327;2,1416;0,0000;2,1416;0,00000;0,0000;;;0
Bahia;Recôncavo;7-C-185-BA;7C   0185  BA       ;CANDEIAS;Petrobras;480000036389734;2010/01;20,5738;0,0000;20,5738;9,4502;0,0000;9,4502;0,00000;0,1319;;;0
Bahia;Recôncavo;7-C-187-BA;7C   0187  BA       ;CANDEIAS;Petrobras;480000036389734;2010/01;0,6067;0,0000;0,6067;0,2556;0,0000;0,2556;0,00000;1,8180;;;0
