MÊS,PRODUTO,REGIÃO,NÚMERO DE POSTOS PESQUISADOS,UNIDADE DE MEDIDA,PREÇO MÉDIO REVENDA,DESVIO PADRÃO REVENDA,PREÇO MÍNIMO REVENDA,PREÇO MÁXIMO REVENDA,COEF DE VARIAÇÃO REVENDA,MARGEM MÉDIA REVENDA,PREÇO MÉDIO DISTRIBUIÇÃO,DESVIO PADRÃO DISTRIBUIÇÃO,PREÇO MÍNIMO DISTRIBUIÇÃO,PREÇO MÁXIMO DISTRIBUIÇÃO,COEF DE VARIAÇÃO DISTRIBUIÇÃO
jan.-13,ETANOL HIDRATADO,CENTRO OESTE,2895,R$/l,2.005,160,1.497,2.449,316,80,1.689,136,1.410,2.057,81
jan.-13,ETANOL HIDRATADO,NORDESTE,7073,R$/l,2.208,120,1.840,2.720,245,54,1.963,118,1.526,2.424,60
jan.-13,ETANOL HIDRATADO,NORTE,1685,R$/l,2.323,170,1.990,3.120,265,73,2.058,113,1.624,2.475,55
jan.-13,ETANOL HIDRATADO,SUDESTE,20625,R$/l,1.889,229,1.479,2.790,264,121,1.625,202,1.220,2.463,124
jan.-13,ETANOL HIDRATADO,SUL,7306,R$/l,2.085,231,1.730,2.770,252,111,1.833,202,1.442,2.346,110
jan.-13,GASOLINA COMUM,CENTRO OESTE,2880,R$/l,2.834,113,2.559,3.230,410,40,2.424,73,2.302,2.835,30
jan.-13,GASOLINA COMUM,NORDESTE,7740,R$/l,2.746,110,2.400,3.190,382,40,2.364,73,2.185,2.825,31
jan.-13,GASOLINA COMUM,NORTE,2802,R$/l,2.898,161,2.530,3.580,418,56,2.480,93,2.290,2.890,38
jan.-13,GASOLINA COMUM,SUDESTE,20839,R$/l,2.732,157,2.229,3.899,373,57,2.359,127,2.080,2.895,54
jan.-13,GASOLINA COMUM,SUL,7729,R$/l,2.777,93,2.350,3.279,400,33,2.377,54,2.202,2.648,23
jan.-13,GLP,CENTRO OESTE,4636,R$/13kg,42.185,4.855,34.000,59.000,7.325,115,34.860,4.457,26.810,45.000,128
jan.-13,GLP,NORDESTE,6338,R$/13kg,38.105,3.725,26.000,50.000,9.776,98,28.329,4.193,20.570,41.000,148
jan.-13,GLP,NORTE,3569,R$/13kg,41.439,4.602,30.000,62.000,9.151,111,32.288,4.681,19.170,40.980,145
jan.-13,GLP,SUDESTE,16982,R$/13kg,40.479,3.471,28.000,53.000,11.457,86,29.022,3.401,15.000,39.500,117
jan.-13,GLP,SUL,8072,R$/13kg,40.765,3.139,30.000,50.000,9.455,77,31.310,2.918,16.140,41.000,93
jan.-13,GNV,CENTRO OESTE,35,R$/m3,1.974,91,1.790,2.190,256,46,1.718,224,1.400,1.913,130
jan.-13,GNV,NORDESTE,577,R$/m3,1.813,111,1.450,2.369,463,61,1.350,135,1.071,1.822,100
jan.-13,GNV,NORTE,3,R$/m3,1.950,0,1.950,1.950,262,0,1.688,0,1.688,1.688,0
jan.-13,GNV,SUDESTE,1407,R$/m3,1.658,160,1.379,2.599,370,97,1.288,156,835,1.780,121
jan.-13,GNV,SUL,379,R$/m3,1.944,120,1.399,2.339,427,62,1.517,83,1.228,1.599,55
jan.-13,OLEO DIESEL,CENTRO OESTE,2611,R$/l,2.257,137,1.990,2.670,218,61,2.039,96,1.847,2.327,47
jan.-13,OLEO DIESEL,NORDESTE,5902,R$/l,2.111,75,1.890,2.399,203,36,1.908,61,1.728,2.126,32
jan.-13,OLEO DIESEL,NORTE,2442,R$/l,2.285,168,1.990,2.950,259,74,2.026,89,1.795,2.570,44
jan.-13,OLEO DIESEL,SUDESTE,16124,R$/l,2.126,80,1.869,2.724,230,38,1.896,62,1.398,2.157,33
jan.-13,OLEO DIESEL,SUL,5670,R$/l,2.141,82,1.869,2.660,240,38,1.901,50,1.769,2.216,26
jan.-13,OLEO DIESEL S10,CENTRO OESTE,262,R$/l,2.398,149,2.039,2.950,234,62,2.164,86,1.940,2.470,40
jan.-13,OLEO DIESEL S10,NORDESTE,1550,R$/l,2.182,65,2.039,2.529,202,30,1.980,45,1.874,2.134,23
jan.-13,OLEO DIESEL S10,NORTE,390,R$/l,2.315,142,2.090,2.750,226,61,2.089,52,1.994,2.326,25
jan.-13,OLEO DIESEL S10,SUDESTE,1681,R$/l,2.243,78,1.990,2.600,270,35,1.973,62,1.800,2.246,31
jan.-13,OLEO DIESEL S10,SUL,858,R$/l,2.236,88,2.019,2.530,247,39,1.989,56,1.883,2.150,28
Feb-13,ETANOL HIDRATADO,CENTRO OESTE,2418,R$/l,2.046,146,1.650,2.599,298,71,1.748,142,1.320,2.122,81
Feb-13,ETANOL HIDRATADO,NORDESTE,5878,R$/l,2.272,117,1.920,2.999,267,51,2.005,113,1.583,2.319,56
Feb-13,ETANOL HIDRATADO,NORTE,1440,R$/l,2.368,175,1.999,3.150,306,74,2.062,181,1.532,2.601,88
Feb-13,ETANOL HIDRATADO,SUDESTE,16939,R$/l,1.932,222,1.480,2.790,264,115,1.668,196,1.300,2.515,118
Feb-13,ETANOL HIDRATADO,SUL,5895,R$/l,2.123,225,1.789,2.960,254,106,1.869,197,1.568,2.596,105
Feb-13,GASOLINA COMUM,CENTRO OESTE,2407,R$/l,2.972,116,2.590,3.350,457,39,2.515,68,2.292,2.877,27
Feb-13,GASOLINA COMUM,NORDESTE,6484,R$/l,2.885,116,2.520,3.349,438,40,2.447,87,2.227,2.899,36
Feb-13,GASOLINA COMUM,NORTE,2385,R$/l,3.012,165,2.530,3.580,459,55,2.553,93,2.300,2.890,36
Feb-13,GASOLINA COMUM,SUDESTE,17120,R$/l,2.846,151,2.390,3.899,399,53,2.447,119,2.095,2.965,49
Feb-13,GASOLINA COMUM,SUL,6268,R$/l,2.912,96,2.449,3.490,449,33,2.463,63,2.179,2.738,26
Feb-13,GLP,CENTRO OESTE,3724,R$/13kg,42.274,5.066,36.000,59.000,7.721,120,34.553,4.423,28.000,45.000,128
Feb-13,GLP,NORDESTE,5198,R$/13kg,38.683,4.120,26.000,50.000,10.351,107,28.332,4.306,21.600,41.000,152
Feb-13,GLP,NORTE,2880,R$/13kg,42.247,3.454,32.000,62.000,8.876,82,33.371,3.419,19.170,40.980,102
Feb-13,GLP,SUDESTE,13830,R$/13kg,40.444,3.540,28.900,53.000,11.481,88,28.963,3.425,14.663,39.990,118
Feb-13,GLP,SUL,6539,R$/13kg,41.304,3.269,30.000,50.000,9.874,79,31.430,2.996,16.140,40.500,95
Feb-13,GNV,CENTRO OESTE,29,R$/m3,1.969,85,1.890,2.190,546,43,1.423,17,1.420,1.459,12
Feb-13,GNV,NORDESTE,538,R$/m3,1.824,92,1.490,2.369,471,50,1.353,131,1.085,1.896,97
Feb-13,GNV,NORTE,3,R$/m3,1.950,0,1.950,1.950,262,0,1.688,0,1.688,1.688,0
Feb-13,GNV,SUDESTE,1171,R$/m3,1.663,155,1.399,2.599,388,93,1.275,156,837,1.780,122
Feb-13,GNV,SUL,294,R$/m3,1.943,122,1.499,2.339,458,63,1.485,95,1.205,1.760,64
Feb-13,OLEO DIESEL,CENTRO OESTE,2155,R$/l,2.363,134,2.050,2.780,265,57,2.098,103,1.890,2.396,49
Feb-13,OLEO DIESEL,NORDESTE,4853,R$/l,2.219,77,1.959,2.590,248,35,1.971,68,1.475,2.212,35
Feb-13,OLEO DIESEL,NORTE,2017,R$/l,2.380,163,2.090,2.980,296,68,2.084,102,1.841,2.570,49
Feb-13,OLEO DIESEL,SUDESTE,13155,R$/l,2.221,83,1.949,2.720,258,37,1.963,71,1.668,2.285,36
Feb-13,OLEO DIESEL,SUL,4434,R$/l,2.225,88,1.950,2.820,268,40,1.957,58,1.759,2.190,30
Feb-13,OLEO DIESEL S10,CENTRO OESTE,465,R$/l,2.520,137,2.290,3.050,265,54,2.255,85,2.031,2.554,38
Feb-13,OLEO DIESEL S10,NORDESTE,1893,R$/l,2.281,73,2.060,2.599,233,32,2.048,63,1.892,2.302,31
Feb-13,OLEO DIESEL S10,NORTE,564,R$/l,2.395,147,2.099,3.020,250,61,2.145,90,1.915,2.390,42
Feb-13,OLEO DIESEL S10,SUDESTE,2459,R$/l,2.338,79,2.099,2.799,285,34,2.053,70,1.796,2.290,34
Feb-13,OLEO DIESEL S10,SUL,1290,R$/l,2.323,99,2.059,2.710,289,43,2.034,65,1.905,2.327,32
mar.-13,ETANOL HIDRATADO,CENTRO OESTE,2428,R$/l,2.070,155,1.750,2.699,287,75,1.783,142,1.550,2.182,80
mar.-13,ETANOL HIDRATADO,NORDESTE,5894,R$/l,2.300,120,1.940,2.999,232,52,2.068,108,1.710,2.354,52
mar.-13,ETANOL HIDRATADO,NORTE,1462,R$/l,2.394,184,1.999,3.150,306,77,2.088,188,1.556,2.518,90
mar.-13,ETANOL HIDRATADO,SUDESTE,16933,R$/l,2.000,207,1.580,2.860,256,104,1.744,187,1.298,2.428,107
mar.-13,ETANOL HIDRATADO,SUL,5874,R$/l,2.176,224,1.789,2.960,225,103,1.951,203,1.616,2.659,104
mar.-13,GASOLINA COMUM,CENTRO OESTE,2409,R$/l,2.976,120,2.699,3.410,446,40,2.530,70,2.400,2.944,28
mar.-13,GASOLINA COMUM,NORDESTE,6486,R$/l,2.876,121,2.490,3.349,403,42,2.473,77,2.270,2.887,31
mar.-13,GASOLINA COMUM,NORTE,2385,R$/l,3.012,170,2.530,3.580,449,56,2.563,90,2.257,2.942,35
mar.-13,GASOLINA COMUM,SUDESTE,17118,R$/l,2.849,151,2.440,3.939,383,53,2.466,118,2.125,2.860,48
mar.-13,GASOLINA COMUM,SUL,6265,R$/l,2.903,97,2.509,3.490,409,33,2.494,60,2.265,2.809,24
mar.-13,GLP,CENTRO OESTE,3725,R$/13kg,42.417,4.973,36.000,59.000,7.677,117,34.740,4.430,26.400,45.000,128
mar.-13,GLP,NORDESTE,5178,R$/13kg,38.731,3.945,26.000,50.000,10.089,102,28.642,4.117,16.800,41.000,144
mar.-13,GLP,NORTE,2875,R$/13kg,42.688,3.344,35.000,62.000,9.093,78,33.595,3.453,19.170,41.500,103
mar.-13,GLP,SUDESTE,13734,R$/13kg,40.481,3.739,26.000,54.000,11.603,92,28.878,3.471,14.660,39.310,120
mar.-13,GLP,SUL,6549,R$/13kg,41.521,3.298,29.900,50.000,9.806,79,31.715,3.308,16.140,41.000,104
mar.-13,GNV,CENTRO OESTE,24,R$/m3,1.977,77,1.890,2.190,553,39,1.424,18,1.420,1.459,13
mar.-13,GNV,NORDESTE,499,R$/m3,1.829,102,1.590,2.369,470,56,1.359,132,1.164,1.896,97
mar.-13,GNV,NORTE,3,R$/m3,1.950,0,1.950,1.950,262,0,1.688,0,1.688,1.688,0
mar.-13,GNV,SUDESTE,1207,R$/m3,1.668,151,1.399,2.599,370,91,1.298,157,952,2.222,121
mar.-13,GNV,SUL,310,R$/m3,1.954,107,1.490,2.339,461,55,1.493,149,1.205,1.940,100
mar.-13,OLEO DIESEL,CENTRO OESTE,2118,R$/l,2.409,147,2.090,2.950,264,61,2.145,107,1.900,2.406,50
mar.-13,OLEO DIESEL,NORDESTE,4867,R$/l,2.265,87,1.980,2.649,241,38,2.024,70,1.771,2.260,35
mar.-13,OLEO DIESEL,NORTE,2015,R$/l,2.412,177,2.090,2.990,286,73,2.126,108,1.841,2.602,51
mar.-13,OLEO DIESEL,SUDESTE,13059,R$/l,2.273,90,1.949,2.599,264,40,2.009,73,1.680,2.328,36
mar.-13,OLEO DIESEL,SUL,4379,R$/l,2.281,94,1.949,2.805,270,41,2.011,62,1.790,2.276,31
mar.-13,OLEO DIESEL S10,CENTRO OESTE,531,R$/l,2.569,140,2.290,3.050,272,54,2.297,90,2.080,2.570,39
mar.-13,OLEO DIESEL S10,NORDESTE,1966,R$/l,2.325,88,2.120,2.800,228,38,2.097,65,1.924,2.400,31
mar.-13,OLEO DIESEL S10,NORTE,675,R$/l,2.427,160,2.169,3.020,238,66,2.189,104,1.915,2.412,48
mar.-13,OLEO DIESEL S10,SUDESTE,2793,R$/l,2.407,90,2.029,2.799,293,37,2.114,78,1.889,2.400,37
mar.-13,OLEO DIESEL S10,SUL,1409,R$/l,2.380,104,2.059,2.810,268,44,2.112,84,1.928,2.387,40
Apr-13,ETANOL HIDRATADO,CENTRO OESTE,2804,R$/l,2.065,163,1.690,2.699,263,79,1.802,133,1.500,2.198,74
Apr-13,ETANOL HIDRATADO,NORDESTE,6563,R$/l,2.320,116,1.940,2.799,231,50,2.089,103,1.701,2.354,49
Apr-13,ETANOL HIDRATADO,NORTE,1574,R$/l,2.446,175,2.090,3.160,293,72,2.153,162,1.571,2.660,75
Apr-13,ETANOL HIDRATADO,SUDESTE,19109,R$/l,2.005,213,1.580,2.999,270,106,1.735,191,1.300,2.466,110
Apr-13,ETANOL HIDRATADO,SUL,6747,R$/l,2.174,232,1.839,2.898,232,107,1.942,217,1.575,2.498,112
Apr-13,GASOLINA COMUM,CENTRO OESTE,2783,R$/l,2.968,126,2.670,3.410,439,42,2.529,68,2.364,2.834,27
Apr-13,GASOLINA COMUM,NORDESTE,7307,R$/l,2.866,123,2.490,3.349,401,43,2.465,67,2.300,2.887,27
Apr-13,GASOLINA COMUM,NORTE,2593,R$/l,3.011,173,2.719,3.640,444,57,2.567,97,2.380,2.950,38
Apr-13,GASOLINA COMUM,SUDESTE,19341,R$/l,2.846,152,2.390,3.939,386,53,2.460,118,2.078,2.849,48
Apr-13,GASOLINA COMUM,SUL,7266,R$/l,2.869,117,2.477,3.240,381,41,2.488,60,2.280,2.879,24
Apr-13,GLP,CENTRO OESTE,4129,R$/13kg,43.506,4.858,36.000,59.000,8.715,112,34.791,4.718,22.220,45.000,136
Apr-13,GLP,NORDESTE,5851,R$/13kg,38.974,4.129,27.000,52.000,10.344,106,28.630,3.820,21.710,42.000,133
Apr-13,GLP,NORTE,2984,R$/13kg,43.254,3.492,34.000,62.000,9.926,81,33.328,3.776,17.170,41.500,113
Apr-13,GLP,SUDESTE,15175,R$/13kg,40.667,3.818,27.900,53.000,11.824,94,28.843,3.437,14.660,40.000,119
Apr-13,GLP,SUL,7481,R$/13kg,41.241,3.312,29.900,50.000,9.748,80,31.493,3.203,17.697,41.000,102
Apr-13,GNV,CENTRO OESTE,29,R$/m3,1.978,82,1.899,2.190,524,41,1.454,58,1.420,1.569,40
Apr-13,GNV,NORDESTE,571,R$/m3,1.844,98,1.590,2.409,471,53,1.373,142,1.087,1.931,103
Apr-13,GNV,NORTE,3,R$/m3,1.950,0,1.950,1.950,262,0,1.688,0,1.688,1.688,0
Apr-13,GNV,SUDESTE,1421,R$/m3,1.672,155,1.399,2.599,350,93,1.322,166,952,2.222,126
Apr-13,GNV,SUL,411,R$/m3,1.959,100,1.490,2.339,443,51,1.516,193,1.219,1.940,127
Apr-13,OLEO DIESEL,CENTRO OESTE,2381,R$/l,2.443,138,2.139,2.950,279,56,2.164,92,1.945,2.406,43
Apr-13,OLEO DIESEL,NORDESTE,5487,R$/l,2.296,83,1.980,2.649,251,36,2.045,61,1.764,2.260,30
Apr-13,OLEO DIESEL,NORTE,2207,R$/l,2.443,176,2.120,3.020,294,72,2.149,117,1.874,2.690,54
Apr-13,OLEO DIESEL,SUDESTE,14555,R$/l,2.303,83,1.899,2.799,268,36,2.035,69,1.638,2.346,34
Apr-13,OLEO DIESEL,SUL,5026,R$/l,2.310,85,1.949,2.630,282,37,2.028,56,1.849,2.261,28
Apr-13,OLEO DIESEL S10,CENTRO OESTE,733,R$/l,2.619,132,2.310,3.050,257,50,2.362,95,2.080,2.638,40
Apr-13,OLEO DIESEL S10,NORDESTE,2357,R$/l,2.353,82,2.150,2.800,232,35,2.121,57,1.975,2.460,27
Apr-13,OLEO DIESEL S10,NORTE,861,R$/l,2.477,162,2.230,3.100,253,65,2.224,95,1.974,2.613,43
Apr-13,OLEO DIESEL S10,SUDESTE,3716,R$/l,2.445,82,2.179,2.899,290,34,2.155,69,1.710,2.390,32
Apr-13,OLEO DIESEL S10,SUL,1821,R$/l,2.436,93,2.199,2.810,270,38,2.166,68,1.992,2.386,31
May-13,ETANOL HIDRATADO,CENTRO OESTE,2657,R$/l,2.040,190,1.659,2.628,264,93,1.776,144,1.486,2.190,81
May-13,ETANOL HIDRATADO,NORDESTE,6480,R$/l,2.329,115,1.940,2.790,234,49,2.095,107,1.706,2.382,51
May-13,ETANOL HIDRATADO,NORTE,1673,R$/l,2.474,168,2.090,3.160,302,68,2.172,156,1.521,2.660,72
May-13,ETANOL HIDRATADO,SUDESTE,18886,R$/l,1.962,240,1.389,2.930,319,122,1.643,237,1.235,2.462,144
May-13,ETANOL HIDRATADO,SUL,6340,R$/l,2.136,263,1.699,2.890,268,123,1.868,246,1.421,2.579,132
May-13,GASOLINA COMUM,CENTRO OESTE,2637,R$/l,2.956,139,2.659,3.410,430,47,2.526,64,2.360,2.760,25
May-13,GASOLINA COMUM,NORDESTE,7268,R$/l,2.852,133,2.489,3.349,389,47,2.463,63,2.245,2.789,26
May-13,GASOLINA COMUM,NORTE,2725,R$/l,3.012,177,2.580,3.640,445,59,2.567,98,2.380,2.980,38
May-13,GASOLINA COMUM,SUDESTE,19173,R$/l,2.834,157,2.329,3.929,395,55,2.439,128,2.100,2.832,52
May-13,GASOLINA COMUM,SUL,6821,R$/l,2.843,131,2.459,3.430,368,46,2.475,64,2.245,2.879,26
May-13,GLP,CENTRO OESTE,4257,R$/13kg,44.158,4.739,36.000,59.000,9.051,107,35.107,4.784,22.200,45.000,136
May-13,GLP,NORDESTE,5791,R$/13kg,39.041,4.334,27.000,52.000,10.328,111,28.713,3.813,21.400,42.000,133
May-13,GLP,NORTE,3491,R$/13kg,43.618,3.564,34.000,62.000,10.479,82,33.139,3.772,19.170,41.500,114
May-13,GLP,SUDESTE,15889,R$/13kg,40.837,3.742,28.000,53.000,12.011,92,28.826,3.501,15.870,40.000,121
May-13,GLP,SUL,7230,R$/13kg,41.116,3.280,29.900,50.000,9.513,80,31.603,3.328,17.867,41.000,105
May-13,GNV,CENTRO OESTE,35,R$/m3,1.976,99,1.790,2.190,516,50,1.460,147,1.420,1.808,101
May-13,GNV,NORDESTE,568,R$/m3,1.826,121,1.590,2.409,469,66,1.357,145,980,1.844,107
May-13,GNV,NORTE,4,R$/m3,1.950,0,1.950,1.950,262,0,1.688,0,1.688,1.688,0
May-13,GNV,SUDESTE,1312,R$/m3,1.674,144,1.379,2.599,356,86,1.318,144,952,1.780,109
May-13,GNV,SUL,296,R$/m3,1.953,100,1.699,2.339,464,51,1.489,195,1.315,1.872,131
May-13,OLEO DIESEL,CENTRO OESTE,2248,R$/l,2.445,135,2.139,2.970,289,55,2.156,88,1.959,2.500,41
May-13,OLEO DIESEL,NORDESTE,5260,R$/l,2.298,81,1.980,2.649,247,35,2.051,61,1.865,2.260,30
May-13,OLEO DIESEL,NORTE,2279,R$/l,2.449,172,2.150,3.060,296,70,2.153,107,1.870,2.607,50
May-13,OLEO DIESEL,SUDESTE,14303,R$/l,2.305,83,1.969,2.799,271,36,2.034,69,1.650,2.314,34
May-13,OLEO DIESEL,SUL,4663,R$/l,2.306,82,1.988,2.638,281,36,2.025,55,1.740,2.249,27
May-13,OLEO DIESEL S10,CENTRO OESTE,740,R$/l,2.620,122,2.310,3.050,276,47,2.344,74,2.096,2.537,32
May-13,OLEO DIESEL S10,NORDESTE,2550,R$/l,2.359,80,2.190,2.950,231,34,2.128,51,1.987,2.342,24
May-13,OLEO DIESEL S10,NORTE,1037,R$/l,2.482,167,2.280,3.100,243,67,2.239,122,1.874,2.653,54
May-13,OLEO DIESEL S10,SUDESTE,3991,R$/l,2.448,81,2.169,2.899,296,33,2.152,69,1.924,2.390,32
May-13,OLEO DIESEL S10,SUL,1795,R$/l,2.437,93,2.049,2.810,267,38,2.170,66,1.992,2.384,30
jun.-13,ETANOL HIDRATADO,CENTRO OESTE,2421,R$/l,1.999,186,1.580,2.628,336,93,1.663,133,1.437,2.105,80
jun.-13,ETANOL HIDRATADO,NORDESTE,5768,R$/l,2.329,115,1.940,2.699,269,49,2.060,119,1.707,2.407,58
jun.-13,ETANOL HIDRATADO,NORTE,1402,R$/l,2.467,167,1.999,3.160,359,68,2.108,136,1.620,2.501,65
jun.-13,ETANOL HIDRATADO,SUDESTE,16861,R$/l,1.861,269,1.290,2.999,341,145,1.520,231,1.159,2.429,152
jun.-13,ETANOL HIDRATADO,SUL,5805,R$/l,2.027,297,1.629,2.890,291,147,1.736,233,1.362,2.498,134
jun.-13,GASOLINA COMUM,CENTRO OESTE,2412,R$/l,2.953,136,2.590,3.410,440,46,2.513,64,2.350,2.720,25
jun.-13,GASOLINA COMUM,NORDESTE,6454,R$/l,2.858,130,2.400,3.390,396,45,2.462,64,2.262,2.695,26
jun.-13,GASOLINA COMUM,NORTE,2350,R$/l,3.012,175,2.530,3.640,458,58,2.554,91,2.380,2.971,36
jun.-13,GASOLINA COMUM,SUDESTE,17113,R$/l,2.817,168,2.309,3.699,401,60,2.416,131,2.120,2.848,54
jun.-13,GASOLINA COMUM,SUL,6261,R$/l,2.812,150,2.379,3.280,361,53,2.451,72,2.261,2.734,29
jun.-13,GLP,CENTRO OESTE,3722,R$/13kg,44.194,4.764,35.000,59.000,8.845,108,35.349,4.738,22.950,45.000,134
jun.-13,GLP,NORDESTE,5158,R$/13kg,39.073,4.259,27.000,52.000,10.202,109,28.871,3.581,21.400,39.000,124
jun.-13,GLP,NORTE,2885,R$/13kg,43.737,3.582,35.000,62.000,10.648,82,33.089,3.847,17.170,41.500,116
jun.-13,GLP,SUDESTE,13787,R$/13kg,40.824,3.841,28.900,53.000,11.983,94,28.841,3.553,15.870,39.580,123
jun.-13,GLP,SUL,6541,R$/13kg,41.101,3.255,29.900,50.000,9.509,79,31.592,3.212,17.967,41.000,102
jun.-13,GNV,CENTRO OESTE,30,R$/m3,1.986,72,1.949,2.190,558,36,1.428,23,1.400,1.470,16
jun.-13,GNV,NORDESTE,487,R$/m3,1.815,132,1.350,2.409,478,73,1.337,141,980,1.844,105
jun.-13,GNV,NORTE,2,R$/m3,1.950,0,1.950,1.950,262,0,1.688,0,1.688,1.688,0
jun.-13,GNV,SUDESTE,1227,R$/m3,1.700,154,1.379,2.799,369,91,1.331,162,952,2.221,122
jun.-13,GNV,SUL,325,R$/m3,1.951,112,1.599,2.339,445,57,1.506,221,1.217,1.928,147
jun.-13,OLEO DIESEL,CENTRO OESTE,2079,R$/l,2.445,134,2.139,2.900,288,55,2.157,84,1.965,2.426,39
jun.-13,OLEO DIESEL,NORDESTE,4716,R$/l,2.302,81,2.100,2.770,257,35,2.045,61,1.881,2.260,30
jun.-13,OLEO DIESEL,NORTE,1975,R$/l,2.452,174,2.150,3.060,302,71,2.150,101,1.898,2.607,47
jun.-13,OLEO DIESEL,SUDESTE,12505,R$/l,2.304,82,1.950,2.599,274,36,2.030,68,1.750,2.276,33
jun.-13,OLEO DIESEL,SUL,4345,R$/l,2.305,85,1.949,2.679,282,37,2.023,55,1.840,2.298,27
jun.-13,OLEO DIESEL S10,CENTRO OESTE,638,R$/l,2.623,118,2.429,3.050,270,45,2.353,70,2.204,2.599,30
jun.-13,OLEO DIESEL S10,NORDESTE,2345,R$/l,2.365,82,2.140,2.800,219,35,2.146,55,1.979,2.390,26
jun.-13,OLEO DIESEL S10,NORTE,962,R$/l,2.489,163,2.280,3.100,239,65,2.250,97,2.005,2.678,43
jun.-13,OLEO DIESEL S10,SUDESTE,3750,R$/l,2.447,78,2.199,2.779,296,32,2.151,64,1.925,2.380,30
jun.-13,OLEO DIESEL S10,SUL,1751,R$/l,2.437,92,2.149,2.810,273,38,2.164,63,2.023,2.384,29
jul.-13,ETANOL HIDRATADO,CENTRO OESTE,2916,R$/l,1.972,189,1.679,2.628,334,96,1.638,149,1.391,2.105,91
jul.-13,ETANOL HIDRATADO,NORDESTE,6966,R$/l,2.324,119,1.990,2.699,280,51,2.044,131,1.601,2.398,64
jul.-13,ETANOL HIDRATADO,NORTE,1709,R$/l,2.450,177,1.999,3.120,368,72,2.082,135,1.610,2.501,65
jul.-13,ETANOL HIDRATADO,SUDESTE,20649,R$/l,1.832,266,1.290,2.820,304,145,1.528,210,1.159,2.319,137
jul.-13,ETANOL HIDRATADO,SUL,7058,R$/l,2.009,292,1.619,3.020,280,145,1.729,218,1.356,2.498,126
jul.-13,GASOLINA COMUM,CENTRO OESTE,2909,R$/l,2.945,133,2.629,3.410,438,45,2.507,65,2.340,2.704,26
jul.-13,GASOLINA COMUM,NORDESTE,7834,R$/l,2.845,134,2.439,3.390,386,47,2.459,65,2.240,2.877,26
jul.-13,GASOLINA COMUM,NORTE,2888,R$/l,3.015,176,2.530,3.640,462,58,2.553,97,2.340,2.950,38
jul.-13,GASOLINA COMUM,SUDESTE,20957,R$/l,2.803,169,2.309,3.699,393,60,2.410,131,2.082,2.820,54
jul.-13,GASOLINA COMUM,SUL,7618,R$/l,2.814,143,2.255,3.300,371,51,2.443,73,2.272,2.854,30
jul.-13,GLP,CENTRO OESTE,4274,R$/13kg,44.259,4.783,34.000,59.000,8.820,108,35.439,4.718,24.270,45.000,133
jul.-13,GLP,NORDESTE,6177,R$/13kg,39.081,4.266,27.000,58.000,9.632,109,29.449,3.614,21.300,39.000,123
jul.-13,GLP,NORTE,3475,R$/13kg,43.871,3.640,35.000,62.000,10.353,83,33.518,3.652,19.170,41.500,109
jul.-13,GLP,SUDESTE,16653,R$/13kg,40.773,3.925,28.900,53.000,11.952,96,28.821,3.546,14.660,41.900,123
jul.-13,GLP,SUL,7596,R$/13kg,41.099,3.349,29.900,50.000,9.362,81,31.737,3.328,17.867,41.000,105
jul.-13,GNV,CENTRO OESTE,36,R$/m3,1.983,117,1.490,2.190,539,59,1.444,61,1.400,1.615,42
jul.-13,GNV,NORDESTE,605,R$/m3,1.818,134,1.590,2.409,485,74,1.333,146,1.073,1.949,110
jul.-13,GNV,NORTE,4,R$/m3,1.950,0,1.950,1.950,262,0,1.688,0,1.688,1.688,0
jul.-13,GNV,SUDESTE,1470,R$/m3,1.713,154,1.379,2.799,342,90,1.371,171,938,1.922,125
jul.-13,GNV,SUL,397,R$/m3,1.945,122,1.599,2.339,443,63,1.502,192,1.217,1.883,128
jul.-13,OLEO DIESEL,CENTRO OESTE,2487,R$/l,2.446,134,2.139,2.900,288,55,2.158,77,1.989,2.482,36
jul.-13,OLEO DIESEL,NORDESTE,5802,R$/l,2.299,81,2.080,2.649,250,35,2.049,58,1.855,2.260,28
jul.-13,OLEO DIESEL,NORTE,2456,R$/l,2.453,173,2.160,3.060,303,71,2.150,108,1.889,2.650,50
jul.-13,OLEO DIESEL,SUDESTE,15200,R$/l,2.303,83,1.969,2.699,275,36,2.028,68,1.700,2.269,34
jul.-13,OLEO DIESEL,SUL,5329,R$/l,2.306,84,1.989,2.638,285,36,2.021,56,1.896,2.370,28
jul.-13,OLEO DIESEL S10,CENTRO OESTE,810,R$/l,2.627,118,2.420,3.050,265,45,2.362,72,2.210,2.734,30
jul.-13,OLEO DIESEL S10,NORDESTE,2924,R$/l,2.366,85,2.160,2.800,223,36,2.143,55,1.967,2.342,26
jul.-13,OLEO DIESEL S10,NORTE,1180,R$/l,2.497,163,2.280,3.100,239,65,2.258,94,1.889,2.678,42
jul.-13,OLEO DIESEL S10,SUDESTE,4882,R$/l,2.442,79,2.189,2.779,296,32,2.146,64,1.934,2.408,30
jul.-13,OLEO DIESEL S10,SUL,2340,R$/l,2.444,93,2.029,2.810,281,38,2.163,64,1.911,2.324,30
Aug-13,ETANOL HIDRATADO,CENTRO OESTE,2536,R$/l,1.965,179,1.630,2.599,336,91,1.629,137,1.385,2.088,84
Aug-13,ETANOL HIDRATADO,NORDESTE,5976,R$/l,2.317,124,1.880,2.699,306,54,2.011,147,1.524,2.396,73
