MÊS,PRODUTO,REGIÃO,NÚMERO DE POSTOS PESQUISADOS,UNIDADE DE MEDIDA,PREÇO MÉDIO REVENDA,DESVIO PADRÃO REVENDA,PREÇO MÍNIMO REVENDA,PREÇO MÁXIMO REVENDA,COEF DE VARIAÇÃO REVENDA,MARGEM MÉDIA REVENDA,PREÇO MÉDIO DISTRIBUIÇÃO,DESVIO PADRÃO DISTRIBUIÇÃO,PREÇO MÍNIMO DISTRIBUIÇÃO,PREÇO MÁXIMO DISTRIBUIÇÃO,COEF DE VARIAÇÃO DISTRIBUIÇÃO
Apr-15,GLP,NORDESTE,4792,R$/13kg,45.411,5.301,29.900,60.000,14.787,117,30.624,3.812,22.300,40.000,124
Apr-15,GLP,NORTE,2630,R$/13kg,51.470,4.819,41.000,69.000,12.785,94,38.685,4.482,23.000,52.000,116
Apr-15,GLP,SUDESTE,13510,R$/13kg,44.668,4.914,30.000,60.000,15.103,110,29.565,4.174,14.660,51.500,141
Apr-15,GLP,SUL,6952,R$/13kg,45.816,4.844,28.000,65.000,12.243,106,33.573,4.681,17.967,51.870,139
Apr-15,GNV,CENTRO OESTE,22,R$/m3,2.224,118,2.100,2.400,569,53,1.655,235,1.520,2.131,142
Apr-15,GNV,NORDESTE,545,R$/m3,2.067,81,1.770,2.290,603,39,1.464,155,1.181,1.682,106
Apr-15,GNV,NORTE,8,R$/m3,2.296,11,2.270,2.300,499,5,1.797,0,1.797,1.797,0
Apr-15,GNV,SUDESTE,1328,R$/m3,1.868,168,1.459,2.889,471,90,1.397,143,1.121,1.947,102
Apr-15,GNV,SUL,380,R$/m3,2.168,145,1.849,2.650,494,67,1.674,268,1.380,2.258,160
Apr-15,OLEO DIESEL,CENTRO OESTE,2095,R$/l,2.971,138,2.659,3.339,350,46,2.621,98,2.419,2.900,37
Apr-15,OLEO DIESEL,NORDESTE,4420,R$/l,2.771,104,2.490,3.249,295,38,2.476,68,2.179,2.693,27
Apr-15,OLEO DIESEL,NORTE,1916,R$/l,3.017,189,2.659,3.700,404,63,2.613,114,2.331,3.056,44
Apr-15,OLEO DIESEL,SUDESTE,11597,R$/l,2.759,103,2.349,3.290,321,37,2.438,79,2.127,2.738,32
Apr-15,OLEO DIESEL,SUL,4345,R$/l,2.748,99,2.390,3.198,346,36,2.402,65,2.224,2.590,27
Apr-15,OLEO DIESEL S10,CENTRO OESTE,1383,R$/l,3.136,137,2.850,3.490,357,44,2.779,75,2.491,2.960,27
Apr-15,OLEO DIESEL S10,NORDESTE,4451,R$/l,2.927,108,2.590,3.529,322,37,2.605,70,2.379,2.957,27
Apr-15,OLEO DIESEL S10,NORTE,1619,R$/l,3.103,183,2.810,3.750,407,59,2.696,118,2.300,3.211,44
Apr-15,OLEO DIESEL S10,SUDESTE,9240,R$/l,2.913,106,2.359,3.499,337,36,2.576,77,2.175,2.888,30
Apr-15,OLEO DIESEL S10,SUL,4445,R$/l,2.904,101,2.470,3.400,356,35,2.548,61,2.263,2.793,24
May-15,ETANOL HIDRATADO,CENTRO OESTE,2414,R$/l,2.193,248,1.849,2.740,297,113,1.896,142,1.610,2.549,75
May-15,ETANOL HIDRATADO,NORDESTE,5352,R$/l,2.512,157,2.090,3.069,361,63,2.151,123,1.758,2.530,57
May-15,ETANOL HIDRATADO,NORTE,1190,R$/l,2.779,209,2.379,3.610,438,75,2.341,129,1.840,2.706,55
May-15,ETANOL HIDRATADO,SUDESTE,16602,R$/l,2.078,300,1.579,3.150,380,144,1.698,234,1.363,2.698,138
May-15,ETANOL HIDRATADO,SUL,5318,R$/l,2.248,246,1.790,3.099,383,109,1.865,183,1.537,2.569,98
May-15,GASOLINA COMUM,CENTRO OESTE,2411,R$/l,3.393,171,2.979,3.750,408,50,2.985,83,2.720,3.139,28
May-15,GASOLINA COMUM,NORDESTE,6270,R$/l,3.345,165,2.799,3.990,492,49,2.853,85,2.669,3.204,30
May-15,GASOLINA COMUM,NORTE,2146,R$/l,3.554,195,3.149,4.180,553,55,3.001,98,2.495,3.389,33
May-15,GASOLINA COMUM,SUDESTE,16825,R$/l,3.251,206,2.749,4.519,410,63,2.841,150,2.441,3.302,53
May-15,GASOLINA COMUM,SUL,6219,R$/l,3.238,166,2.879,3.690,394,51,2.844,75,2.550,3.156,26
May-15,GLP,CENTRO OESTE,3408,R$/13kg,48.526,7.145,37.000,70.000,9.944,147,38.582,3.736,30.350,54.000,97
May-15,GLP,NORDESTE,4497,R$/13kg,45.015,5.058,30.000,60.000,14.151,112,30.864,3.872,22.430,42.000,125
May-15,GLP,NORTE,2454,R$/13kg,51.363,4.737,41.000,69.000,12.629,92,38.734,4.341,26.080,52.000,112
May-15,GLP,SUDESTE,12776,R$/13kg,45.113,4.958,29.990,60.000,15.166,110,29.947,3.952,14.660,46.000,132
May-15,GLP,SUL,6171,R$/13kg,46.338,5.018,32.000,65.000,12.747,108,33.591,4.684,17.967,51.870,139
May-15,GNV,CENTRO OESTE,28,R$/m3,2.261,177,2.099,2.690,636,78,1.625,77,1.587,1.789,47
May-15,GNV,NORDESTE,490,R$/m3,2.083,85,1.590,2.290,599,41,1.484,143,1.181,1.685,96
May-15,GNV,NORTE,7,R$/m3,2.249,111,2.000,2.300,528,49,1.721,107,1.645,1.797,62
May-15,GNV,SUDESTE,1231,R$/m3,1.877,174,1.479,2.889,471,93,1.406,143,1.162,1.947,102
May-15,GNV,SUL,325,R$/m3,2.228,165,1.960,3.090,543,74,1.685,191,1.331,2.233,113
May-15,OLEO DIESEL,CENTRO OESTE,1870,R$/l,2.969,143,2.639,3.410,332,48,2.637,94,2.461,2.939,36
May-15,OLEO DIESEL,NORDESTE,4074,R$/l,2.769,102,2.419,3.249,294,37,2.475,69,2.350,2.690,28
May-15,OLEO DIESEL,NORTE,1715,R$/l,3.016,189,2.699,3.700,390,63,2.626,104,2.410,3.066,40
May-15,OLEO DIESEL,SUDESTE,10702,R$/l,2.759,103,2.450,3.297,317,37,2.442,77,2.111,2.670,32
May-15,OLEO DIESEL,SUL,3796,R$/l,2.746,100,2.450,3.198,342,36,2.404,64,2.243,2.625,27
May-15,OLEO DIESEL S10,CENTRO OESTE,1286,R$/l,3.132,138,2.740,3.490,332,44,2.800,79,2.491,3.005,28
May-15,OLEO DIESEL S10,NORDESTE,4140,R$/l,2.926,105,2.629,3.529,321,36,2.605,69,2.435,2.845,26
May-15,OLEO DIESEL S10,NORTE,1455,R$/l,3.102,183,2.700,3.750,394,59,2.708,112,2.300,3.040,41
May-15,OLEO DIESEL S10,SUDESTE,8802,R$/l,2.914,104,2.569,3.499,338,36,2.576,75,2.300,2.891,29
May-15,OLEO DIESEL S10,SUL,3868,R$/l,2.902,101,2.590,3.400,354,35,2.548,66,2.370,2.814,26
jun.-15,ETANOL HIDRATADO,CENTRO OESTE,2838,R$/l,2.125,274,1.759,2.740,274,129,1.851,197,1.470,2.548,106
jun.-15,ETANOL HIDRATADO,NORDESTE,6185,R$/l,2.528,144,2.090,3.069,374,57,2.154,128,1.767,2.691,59
jun.-15,ETANOL HIDRATADO,NORTE,1403,R$/l,2.773,217,2.290,3.610,424,78,2.349,158,1.800,2.674,67
jun.-15,ETANOL HIDRATADO,SUDESTE,19669,R$/l,2.050,304,1.579,3.099,384,148,1.666,233,1.336,2.646,140
jun.-15,ETANOL HIDRATADO,SUL,5978,R$/l,2.223,248,1.890,3.050,375,112,1.848,182,1.512,2.368,98
jun.-15,GASOLINA COMUM,CENTRO OESTE,2836,R$/l,3.364,192,2.888,3.750,382,57,2.982,106,2.560,3.285,36
jun.-15,GASOLINA COMUM,NORDESTE,7297,R$/l,3.371,143,2.890,3.980,511,42,2.860,79,2.680,3.240,28
jun.-15,GASOLINA COMUM,NORTE,2509,R$/l,3.552,198,3.100,4.180,534,56,3.018,106,2.720,3.470,35
jun.-15,GASOLINA COMUM,SUDESTE,19909,R$/l,3.248,206,2.719,4.519,419,63,2.829,149,2.450,3.269,53
jun.-15,GASOLINA COMUM,SUL,6988,R$/l,3.246,156,2.839,3.690,399,48,2.847,74,2.678,3.160,26
jun.-15,GLP,CENTRO OESTE,3824,R$/13kg,48.474,7.147,37.000,70.000,10.472,147,38.002,3.803,26.452,47.000,100
jun.-15,GLP,NORDESTE,5211,R$/13kg,44.785,4.953,30.000,60.000,13.777,111,31.008,4.019,22.430,42.000,130
jun.-15,GLP,NORTE,2826,R$/13kg,51.376,4.837,40.000,69.000,12.797,94,38.579,4.287,26.080,55.000,111
jun.-15,GLP,SUDESTE,15237,R$/13kg,45.146,5.016,29.990,60.000,15.095,111,30.051,3.944,14.660,47.000,131
jun.-15,GLP,SUL,6899,R$/13kg,46.440,5.151,32.000,65.000,13.439,111,33.001,4.545,17.967,51.876,138
jun.-15,GNV,CENTRO OESTE,30,R$/m3,2.270,156,2.099,2.690,697,69,1.573,121,1.400,1.790,77
jun.-15,GNV,NORDESTE,560,R$/m3,2.103,86,1.760,2.499,631,41,1.472,145,1.157,1.745,99
jun.-15,GNV,NORTE,8,R$/m3,2.296,11,2.270,2.300,602,5,1.694,72,1.645,1.797,43
jun.-15,GNV,SUDESTE,1381,R$/m3,1.897,179,1.479,2.999,522,94,1.375,152,1.165,1.804,111
jun.-15,GNV,SUL,374,R$/m3,2.230,168,1.399,2.849,523,75,1.707,250,1.399,2.315,146
jun.-15,OLEO DIESEL,CENTRO OESTE,2245,R$/l,2.966,141,2.590,3.339,318,48,2.648,99,2.469,2.889,37
jun.-15,OLEO DIESEL,NORDESTE,4717,R$/l,2.770,103,2.490,3.159,288,37,2.482,73,2.116,2.680,29
jun.-15,OLEO DIESEL,NORTE,2048,R$/l,3.016,189,2.659,3.700,380,63,2.636,111,2.507,3.126,42
jun.-15,OLEO DIESEL,SUDESTE,12670,R$/l,2.758,103,2.450,3.297,314,37,2.444,78,2.113,2.685,32
jun.-15,OLEO DIESEL,SUL,4284,R$/l,2.744,99,2.490,3.198,344,36,2.400,65,2.239,2.627,27
jun.-15,OLEO DIESEL S10,CENTRO OESTE,1478,R$/l,3.133,138,2.849,3.510,328,44,2.805,94,2.495,3.050,34
jun.-15,OLEO DIESEL S10,NORDESTE,4907,R$/l,2.929,106,2.609,3.429,319,36,2.610,71,2.340,2.845,27
jun.-15,OLEO DIESEL S10,NORTE,1687,R$/l,3.100,177,2.700,3.750,380,57,2.720,110,2.540,3.241,40
jun.-15,OLEO DIESEL S10,SUDESTE,10625,R$/l,2.913,104,2.569,3.399,337,36,2.576,76,2.143,2.869,30
jun.-15,OLEO DIESEL S10,SUL,4335,R$/l,2.901,101,2.649,3.400,349,35,2.552,65,2.368,2.814,25
jul.-15,ETANOL HIDRATADO,CENTRO OESTE,2584,R$/l,2.144,289,1.740,2.740,296,135,1.848,223,1.568,2.548,121
jul.-15,ETANOL HIDRATADO,NORDESTE,5830,R$/l,2.530,139,2.148,3.069,364,55,2.166,137,1.643,2.593,63
jul.-15,ETANOL HIDRATADO,NORTE,1273,R$/l,2.765,211,2.290,3.610,426,76,2.339,119,1.780,2.674,51
jul.-15,ETANOL HIDRATADO,SUDESTE,17666,R$/l,2.010,326,1.479,3.099,367,162,1.643,241,1.338,2.646,147
jul.-15,ETANOL HIDRATADO,SUL,5991,R$/l,2.183,260,1.762,3.050,366,119,1.817,184,1.481,2.357,101
jul.-15,GASOLINA COMUM,CENTRO OESTE,2582,R$/l,3.368,208,2.858,3.900,385,62,2.983,123,2.715,3.285,41
jul.-15,GASOLINA COMUM,NORDESTE,6785,R$/l,3.370,144,2.899,3.990,502,43,2.868,76,2.709,3.198,26
jul.-15,GASOLINA COMUM,NORTE,2266,R$/l,3.547,201,3.020,4.180,545,57,3.002,105,2.757,3.392,35
jul.-15,GASOLINA COMUM,SUDESTE,17861,R$/l,3.237,216,2.719,4.519,412,67,2.825,150,2.390,3.275,53
jul.-15,GASOLINA COMUM,SUL,6969,R$/l,3.251,148,2.839,3.731,396,46,2.855,70,2.625,3.133,25
jul.-15,GLP,CENTRO OESTE,3848,R$/13kg,48.532,7.095,37.000,70.000,10.293,146,38.239,3.727,30.050,48.870,97
jul.-15,GLP,NORDESTE,4891,R$/13kg,44.771,4.606,30.000,56.000,14.193,103,30.578,3.785,22.340,42.000,124
jul.-15,GLP,NORTE,2686,R$/13kg,51.493,4.735,41.000,69.000,12.891,92,38.602,4.414,26.080,55.000,114
jul.-15,GLP,SUDESTE,13495,R$/13kg,45.205,5.004,29.990,60.000,15.055,111,30.150,4.035,13.984,53.210,134
jul.-15,GLP,SUL,6983,R$/13kg,46.449,4.908,32.000,65.000,13.264,106,33.185,4.666,17.967,51.870,141
jul.-15,GNV,CENTRO OESTE,27,R$/m3,2.274,174,1.999,2.690,675,77,1.599,68,1.587,1.790,43
jul.-15,GNV,NORDESTE,543,R$/m3,2.142,107,1.899,2.510,619,50,1.523,153,1.177,1.803,100
jul.-15,GNV,NORTE,8,R$/m3,2.290,135,2.000,2.300,543,59,1.747,88,1.645,1.797,50
jul.-15,GNV,SUDESTE,1418,R$/m3,1.942,160,1.479,2.987,522,82,1.420,158,1.165,1.803,111
jul.-15,GNV,SUL,356,R$/m3,2.228,172,1.930,2.849,517,77,1.711,236,1.308,2.314,138
jul.-15,OLEO DIESEL,CENTRO OESTE,1993,R$/l,2.947,133,2.590,3.400,305,45,2.642,92,2.469,2.898,35
jul.-15,OLEO DIESEL,NORDESTE,4383,R$/l,2.773,101,2.490,3.249,279,36,2.494,71,2.340,2.690,28
jul.-15,OLEO DIESEL,NORTE,1773,R$/l,3.020,190,2.679,3.700,374,63,2.646,112,2.474,3.126,42
jul.-15,OLEO DIESEL,SUDESTE,11091,R$/l,2.759,103,2.450,3.199,301,37,2.458,78,2.104,2.741,32
jul.-15,OLEO DIESEL,SUL,4252,R$/l,2.743,101,2.440,3.198,326,37,2.417,67,2.267,2.642,28
jul.-15,OLEO DIESEL S10,CENTRO OESTE,1380,R$/l,3.111,139,2.790,3.490,319,45,2.792,107,2.495,3.070,38
jul.-15,OLEO DIESEL S10,NORDESTE,4534,R$/l,2.927,105,2.609,3.529,311,36,2.616,70,2.260,2.865,27
jul.-15,OLEO DIESEL S10,NORTE,1566,R$/l,3.104,181,2.700,3.750,360,58,2.744,115,2.570,3.244,42
jul.-15,OLEO DIESEL S10,SUDESTE,9662,R$/l,2.913,105,2.469,3.499,328,36,2.585,78,2.344,2.854,30
jul.-15,OLEO DIESEL S10,SUL,4369,R$/l,2.903,102,2.566,3.400,333,35,2.570,65,2.368,2.890,25
Aug-15,ETANOL HIDRATADO,CENTRO OESTE,1541,R$/l,2.139,291,1.699,2.740,341,136,1.798,231,1.550,2.548,128
Aug-15,ETANOL HIDRATADO,NORDESTE,3388,R$/l,2.540,135,2.148,3.069,366,53,2.174,150,1.643,2.593,69
Aug-15,ETANOL HIDRATADO,NORTE,773,R$/l,2.761,223,2.290,3.610,427,81,2.334,139,1.760,2.699,60
Aug-15,ETANOL HIDRATADO,SUDESTE,10164,R$/l,1.983,327,1.467,3.099,360,165,1.623,237,1.299,2.653,146
Aug-15,ETANOL HIDRATADO,SUL,3188,R$/l,2.174,252,1.790,3.050,388,116,1.786,194,1.171,2.407,109
Aug-15,GASOLINA COMUM,CENTRO OESTE,1539,R$/l,3.391,173,2.889,3.750,418,51,2.973,118,2.703,3.110,40
Aug-15,GASOLINA COMUM,NORDESTE,3909,R$/l,3.370,147,2.949,3.990,491,44,2.879,76,2.656,3.198,26
Aug-15,GASOLINA COMUM,NORTE,1311,R$/l,3.550,204,3.020,4.180,539,57,3.011,112,2.757,3.403,37
Aug-15,GASOLINA COMUM,SUDESTE,10253,R$/l,3.229,218,2.749,4.519,408,68,2.821,153,2.374,3.310,54
Aug-15,GASOLINA COMUM,SUL,3686,R$/l,3.258,141,2.889,3.731,406,43,2.852,68,2.671,3.130,24
Aug-15,GLP,CENTRO OESTE,2211,R$/13kg,48.569,7.274,37.000,70.000,10.351,150,38.218,3.791,30.500,48.870,99
Aug-15,GLP,NORDESTE,3134,R$/13kg,44.715,4.827,30.000,56.000,13.692,108,31.023,4.051,22.430,40.000,131
Aug-15,GLP,NORTE,1699,R$/13kg,51.505,4.795,41.000,69.000,12.759,93,38.746,3.983,26.080,48.400,103
Aug-15,GLP,SUDESTE,7944,R$/13kg,45.325,5.027,29.990,65.000,15.007,111,30.318,3.973,13.984,53.210,131
Aug-15,GLP,SUL,3882,R$/13kg,46.518,5.185,32.000,65.000,14.136,111,32.382,4.465,17.967,44.000,138
Aug-15,GNV,CENTRO OESTE,20,R$/m3,2.272,218,1.999,2.690,150,96,2.122,65,2.002,2.132,31
Aug-15,GNV,NORDESTE,316,R$/m3,2.193,125,1.899,2.630,599,57,1.594,164,1.177,2.120,103
Aug-15,GNV,NORTE,5,R$/m3,2.294,13,2.270,2.300,472,6,1.822,42,1.797,1.870,23
Aug-15,GNV,SUDESTE,743,R$/m3,1.991,159,1.579,2.829,529,80,1.462,168,1.213,2.067,115
Aug-15,GNV,SUL,208,R$/m3,2.241,164,1.930,3.090,524,73,1.717,215,1.402,2.347,125
Aug-15,OLEO DIESEL,CENTRO OESTE,1173,R$/l,2.940,130,2.590,3.470,290,44,2.650,97,2.409,2.898,37
Aug-15,OLEO DIESEL,NORDESTE,2446,R$/l,2.775,101,2.528,3.249,268,36,2.507,72,2.190,2.759,29
Aug-15,OLEO DIESEL,NORTE,1076,R$/l,3.022,195,2.659,3.700,358,65,2.664,123,2.432,3.131,46
Aug-15,OLEO DIESEL,SUDESTE,6306,R$/l,2.761,102,2.450,3.198,286,37,2.475,76,2.136,2.700,31
Aug-15,OLEO DIESEL,SUL,2156,R$/l,2.740,103,2.499,3.198,309,38,2.431,67,2.278,2.660,28
Aug-15,OLEO DIESEL S10,CENTRO OESTE,839,R$/l,3.105,138,2.790,3.500,324,44,2.781,111,2.495,3.070,40
Aug-15,OLEO DIESEL S10,NORDESTE,2704,R$/l,2.928,106,2.609,3.529,310,36,2.618,70,2.432,2.865,27
Aug-15,OLEO DIESEL S10,NORTE,933,R$/l,3.102,186,2.699,3.750,370,60,2.732,122,2.528,3.269,45
Aug-15,OLEO DIESEL S10,SUDESTE,5676,R$/l,2.914,103,2.499,3.399,320,35,2.594,77,2.112,2.862,30
Aug-15,OLEO DIESEL S10,SUL,2358,R$/l,2.900,102,2.570,3.329,330,35,2.570,68,2.394,2.881,26
Sep-15,ETANOL HIDRATADO,CENTRO OESTE,1434,R$/l,2.125,285,1.629,2.740,360,134,1.765,223,1.500,2.534,126
Sep-15,ETANOL HIDRATADO,NORDESTE,2679,R$/l,2.528,131,2.040,2.920,376,52,2.152,148,1.635,2.539,69
Sep-15,ETANOL HIDRATADO,NORTE,480,R$/l,2.755,236,2.350,3.610,427,86,2.328,168,1.758,2.699,72
Sep-15,ETANOL HIDRATADO,SUDESTE,6109,R$/l,2.003,324,1.390,3.099,328,162,1.675,240,1.220,2.646,143
Sep-15,ETANOL HIDRATADO,SUL,1773,R$/l,2.182,210,1.859,2.899,355,96,1.827,192,1.496,2.668,105
Sep-15,GASOLINA COMUM,CENTRO OESTE,1427,R$/l,3.383,162,2.928,3.690,448,48,2.935,90,2.573,3.110,31
Sep-15,GASOLINA COMUM,NORDESTE,3127,R$/l,3.356,146,2.899,3.980,476,44,2.880,74,2.733,3.235,26
Sep-15,GASOLINA COMUM,NORTE,835,R$/l,3.510,209,3.000,4.160,494,60,3.016,105,2.790,3.395,35
Sep-15,GASOLINA COMUM,SUDESTE,6159,R$/l,3.207,209,2.749,3.999,383,65,2.824,158,2.471,3.373,56
Sep-15,GASOLINA COMUM,SUL,1927,R$/l,3.249,129,2.889,3.829,396,40,2.853,75,2.587,3.083,26
Sep-15,GLP,CENTRO OESTE,2229,R$/13kg,57.767,7.835,40.000,80.000,13.510,136,44.257,3.714,34.290,52.610,84
Sep-15,GLP,NORDESTE,3033,R$/13kg,51.075,6.206,35.000,68.000,18.003,122,33.072,4.471,22.430,48.000,135
Sep-15,GLP,NORTE,1820,R$/13kg,57.073,6.635,42.000,75.000,15.042,116,42.031,5.223,20.800,58.900,124
Sep-15,GLP,SUDESTE,5307,R$/13kg,52.168,5.991,35.000,70.000,18.352,115,33.816,5.225,19.000,52.000,155
Sep-15,GLP,SUL,2400,R$/13kg,53.886,6.714,37.000,70.000,18.695,125,35.191,5.675,20.220,50.000,161
Sep-15,GNV,CENTRO OESTE,32,R$/m3,2.282,280,1.999,2.799,663,123,1.619,214,1.587,2.002,132
Sep-15,GNV,NORDESTE,298,R$/m3,2.264,138,1.990,2.899,643,61,1.621,171,1.338,1.868,105
Sep-15,GNV,NORTE,2,R$/m3,2.300,0,2.300,2.300,510,0,1.790,0,1.790,1.790,0
Sep-15,GNV,SUDESTE,526,R$/m3,2.033,154,1.599,2.599,509,76,1.524,134,1.271,2.067,88
Sep-15,GNV,SUL,151,R$/m3,2.263,146,1.930,2.919,553,65,1.710,98,1.400,1.822,57
Sep-15,OLEO DIESEL,CENTRO OESTE,1056,R$/l,2.942,126,2.649,3.450,275,43,2.667,93,2.463,2.895,35
Sep-15,OLEO DIESEL,NORDESTE,1630,R$/l,2.777,94,2.529,3.099,253,34,2.524,69,2.370,2.684,27
Sep-15,OLEO DIESEL,NORTE,693,R$/l,3.007,197,2.700,3.640,313,66,2.694,116,2.479,3.110,43
Sep-15,OLEO DIESEL,SUDESTE,3515,R$/l,2.768,101,2.480,3.209,269,36,2.499,76,2.104,2.733,30
Sep-15,OLEO DIESEL,SUL,1021,R$/l,2.748,106,2.499,3.099,312,39,2.436,80,2.283,2.748,33
Sep-15,OLEO DIESEL S10,CENTRO OESTE,822,R$/l,3.105,133,2.699,3.550,313,43,2.792,119,2.505,3.041,43
Sep-15,OLEO DIESEL S10,NORDESTE,2249,R$/l,2.926,102,2.640,3.249,309,35,2.617,69,2.256,2.881,26
Sep-15,OLEO DIESEL S10,NORTE,592,R$/l,3.099,190,2.710,3.700,366,61,2.733,112,2.556,3.245,41
Sep-15,OLEO DIESEL S10,SUDESTE,3321,R$/l,2.927,107,2.599,3.599,311,37,2.616,73,2.363,2.862,28
Sep-15,OLEO DIESEL S10,SUL,1263,R$/l,2.900,100,2.599,3.199,335,34,2.565,77,2.276,2.830,30
Oct-15,ETANOL HIDRATADO,CENTRO OESTE,1470,R$/l,2.348,315,1.670,3.039,423,134,1.925,251,1.500,2.536,130
Oct-15,ETANOL HIDRATADO,NORDESTE,2758,R$/l,2.659,137,2.250,3.179,419,52,2.240,156,1.738,2.598,70
Oct-15,ETANOL HIDRATADO,NORTE,525,R$/l,2.869,221,2.400,3.790,465,77,2.404,187,1.830,2.862,78
Oct-15,ETANOL HIDRATADO,SUDESTE,6334,R$/l,2.324,257,1.899,3.399,361,111,1.963,236,1.445,2.773,120
Oct-15,ETANOL HIDRATADO,SUL,1999,R$/l,2.445,204,2.079,3.420,319,83,2.126,212,1.817,2.754,100
Oct-15,GASOLINA COMUM,CENTRO OESTE,1453,R$/l,3.562,149,3.059,3.850,521,42,3.041,82,2.774,3.190,27
Oct-15,GASOLINA COMUM,NORDESTE,3228,R$/l,3.546,174,2.979,4.090,541,49,3.005,103,2.720,3.366,34
Oct-15,GASOLINA COMUM,NORTE,944,R$/l,3.719,231,3.250,4.550,561,62,3.158,141,2.820,3.614,45
Oct-15,GASOLINA COMUM,SUDESTE,6405,R$/l,3.417,201,2.899,3.999,434,59,2.983,168,2.459,3.433,56
Oct-15,GASOLINA COMUM,SUL,2196,R$/l,3.458,134,3.119,3.799,415,39,3.043,101,2.685,3.305,33
Oct-15,GLP,CENTRO OESTE,2146,R$/13kg,59.496,7.753,46.000,80.000,13.379,130,46.117,2.945,36.000,53.740,64
Oct-15,GLP,NORDESTE,3098,R$/13kg,51.437,6.368,36.000,68.000,16.768,124,34.669,4.438,26.060,48.000,128
Oct-15,GLP,NORTE,1785,R$/13kg,58.503,6.361,45.000,75.000,16.543,109,41.960,5.643,26.000,58.700,134
Oct-15,GLP,SUDESTE,5510,R$/13kg,53.284,5.789,38.000,70.000,18.273,109,35.011,5.034,16.790,60.000,144
Oct-15,GLP,SUL,2573,R$/13kg,54.590,6.025,40.000,70.000,17.455,110,37.135,5.265,21.090,51.000,142
Oct-15,GNV,CENTRO OESTE,19,R$/m3,2.325,266,2.179,2.799,706,114,1.619,256,1.587,2.149,158
Oct-15,GNV,NORDESTE,259,R$/m3,2.324,154,2.022,2.763,649,66,1.675,185,1.283,1.909,110
Oct-15,GNV,NORTE,3,R$/m3,2.300,0,2.300,2.300,558,0,1.742,78,1.687,1.797,45
Oct-15,GNV,SUDESTE,544,R$/m3,2.062,157,1.769,2.599,523,76,1.539,139,1.300,2.160,90
Oct-15,GNV,SUL,187,R$/m3,2.285,84,2.090,2.419,620,37,1.665,150,1.400,1.751,90
Oct-15,OLEO DIESEL,CENTRO OESTE,1053,R$/l,3.061,131,2.650,3.490,317,43,2.744,106,2.491,3.002,39
Oct-15,OLEO DIESEL,NORDESTE,1861,R$/l,2.889,108,2.580,3.230,289,37,2.600,74,2.404,2.762,28
Oct-15,OLEO DIESEL,NORTE,769,R$/l,3.131,228,2.740,3.990,380,73,2.751,140,2.511,3.180,51
Oct-15,OLEO DIESEL,SUDESTE,3753,R$/l,2.888,103,2.590,3.299,319,36,2.569,84,2.290,2.880,33
Oct-15,OLEO DIESEL,SUL,1197,R$/l,2.853,114,2.510,3.219,335,40,2.518,72,2.328,2.705,29
Oct-15,OLEO DIESEL S10,CENTRO OESTE,891,R$/l,3.227,129,2.850,3.559,356,40,2.871,113,2.617,3.099,39
Oct-15,OLEO DIESEL S10,NORDESTE,2323,R$/l,3.061,134,2.659,3.510,362,44,2.699,73,2.400,2.905,27
Oct-15,OLEO DIESEL S10,NORTE,668,R$/l,3.218,213,2.810,4.020,416,66,2.802,141,2.610,3.366,50
Oct-15,OLEO DIESEL S10,SUDESTE,3666,R$/l,3.033,112,2.649,3.599,358,37,2.675,87,2.314,2.927,33
Oct-15,OLEO DIESEL S10,SUL,1446,R$/l,2.998,106,2.699,3.379,376,35,2.622,79,2.386,2.871,30
nov.-15,ETANOL HIDRATADO,CENTRO OESTE,1675,R$/l,2.521,259,1.890,3.130,397,103,2.124,227,1.577,2.645,107
nov.-15,ETANOL HIDRATADO,NORDESTE,3372,R$/l,2.792,178,2.300,3.560,381,64,2.411,148,1.910,2.887,61
nov.-15,ETANOL HIDRATADO,NORTE,697,R$/l,3.030,245,2.500,3.800,410,81,2.620,193,2.120,3.252,74
nov.-15,ETANOL HIDRATADO,SUDESTE,8153,R$/l,2.551,268,2.010,3.749,362,105,2.189,240,1.612,3.139,110
nov.-15,ETANOL HIDRATADO,SUL,2441,R$/l,2.653,244,2.259,3.780,309,92,2.344,223,1.924,3.118,95
nov.-15,GASOLINA COMUM,CENTRO OESTE,1644,R$/l,3.639,143,3.159,3.899,506,39,3.133,76,2.890,3.390,24
nov.-15,GASOLINA COMUM,NORDESTE,3995,R$/l,3.607,189,3.079,4.299,494,52,3.113,113,2.728,3.577,36
nov.-15,GASOLINA COMUM,NORTE,1265,R$/l,3.783,229,3.200,4.800,527,61,3.256,125,2.911,3.702,38
nov.-15,GASOLINA COMUM,SUDESTE,8187,R$/l,3.536,192,2.959,4.319,450,54,3.086,158,2.590,3.593,51
nov.-15,GASOLINA COMUM,SUL,2752,R$/l,3.545,150,3.120,3.967,416,42,3.129,101,2.797,3.462,32
nov.-15,GLP,CENTRO OESTE,2442,R$/13kg,59.714,7.873,48.000,82.000,13.354,132,46.360,2.962,30.670,53.740,64
nov.-15,GLP,NORDESTE,3688,R$/13kg,52.167,5.995,35.000,68.000,16.280,115,35.887,4.532,26.060,48.000,126
nov.-15,GLP,NORTE,1998,R$/13kg,58.358,6.369,44.000,76.000,15.472,109,42.886,5.410,20.170,59.500,126
