Estado;Bacia;Nome Poço;;Campo;Operador;Número do Contrato;Período;Óleo (bbl/dia);Condensado (bbl/dia);Petróleo (bbl/dia);Gás Natural (Mm³/dia);;;Volume Gás Royalties (Mm³/dia);Água (bbl/dia);Instalação Destino;Tipo Instalação;Tempo de Produção (hs por mês);;ANP;Operador;;;;;;;;Associado;Não Associado;Gás Total;;;;;
Rio de Janeiro;Campos;7-VM-29D-RJS;7VM  0029D RJS      ;VERMELHO;Petrobras;480000037139758;2006/01;373,0628;0,0000;373,0628;1,3417;0,0000;1,3417;41,20975;1.621,8904;;;0
Rio de Janeiro;Campos;7-VM-64D-RJS;7VM  0064D RJS      ;VERMELHO;Petrobras;480000037139758;2006/01;118,6928;0,0000;118,6928;0,5092;0,0000;0,5092;15,63977;607,9487;;;0
Rio de Janeiro;Campos;7-VM-34D-RJS;7VM  0034D RJS      ;VERMELHO;Petrobras;480000037139758;2006/01;319,1997;0,0000;319,1997;1,2341;0,0000;1,2341;37,90465;793,9384;;;0
Rio de Janeiro;Campos;7-VM-1-RJS;7VM  0001  RJS      ;VERMELHO;Petrobras;480000037139758;2006/01;124,8000;0,0000;124,8000;0,4824;0,0000;0,4824;14,81786;265,1703;;;0
Rio de Janeiro;Campos;7-PM-40DP-RJS;7PM40DPRJS          ;PAMPO;Petrobras;480000037079755;2006/01;1.881,7833;0,0000;1.881,7833;16,4757;0,0000;16,4757;506,65512;2.008,7989;;;0
Rio de Janeiro;Campos;3-RJS-170-RJS;3RJS 0170  RJ       ;PAMPO;Petrobras;480000037079755;2006/01;166,4020;0,0000;166,4020;8,3309;0,0000;8,3309;256,18887;1,6638;;;0
Rio de Janeiro;Campos;7-PM-27D-RJS;7PM  0027D RJS      ;PAMPO;Petrobras;480000037079755;2006/01;106,8050;0,0000;106,8050;1,0516;0,0000;1,0516;32,33946;160,1994;;;0
Rio de Janeiro;Campos;7-PM-44HP-RJS;7PM44HPRJS          ;PAMPO;Petrobras;480000037079755;2006/01;59,7349;0,0000;59,7349;0,8554;0,0000;0,8554;26,30503;537,6144;;;0
Sergipe;Sergipe;1-SES-19DA-SES;1SES 0019DASE       ;TATUI;Petrobras;480000038349772;2006/01;64,3265;0,0000;64,3265;3,1179;0,0000;3,1179;96,65400;32,2667;;;0
Rio Grande do Norte;Potiguar;7-SER-8D-RNS;7SER8DRNS           ;SERRA;Petrobras;480000037819716;2006/01;156,2409;0,0000;156,2409;0,2683;0,0000;0,2683;8,31641;269,2262;;;0
Rio Grande do Norte;Potiguar;7-SER-15D-RNS;7SER15DRNS          ;SERRA;Petrobras;480000037819716;2006/01;76,6444;0,0000;76,6444;0,1304;0,0000;0,1304;4,04181;18,3561;;;0
Rio Grande do Norte;Potiguar;7-SER-4D-RNS;7SER 0004D RNS      ;SERRA;Petrobras;480000037819716;2006/01;219,9587;0,0000;219,9587;0,9092;0,0000;0,9092;28,18632;450,5371;;;0
Rio Grande do Norte;Potiguar;7-SER-7D-RNS;7SER7DRNS           ;SERRA;Petrobras;480000037819716;2006/01;644,5412;0,0000;644,5412;11,7845;0,0000;11,7845;365,31933;9,5849;;;0
Rio Grande do Norte;Potiguar;7-SER-12D-RNS;7SER12DRNS          ;SERRA;Petrobras;480000037819716;2006/01;473,6004;0,0000;473,6004;0,8132;0,0000;0,8132;25,20914;325,8203;;;0
Rio Grande do Norte;Potiguar;7-SER-9D-RNS;7SER9DRNS           ;SERRA;Petrobras;480000037819716;2006/01;549,5224;0,0000;549,5224;0,9436;0,0000;0,9436;29,25040;98,2549;;;0
Rio Grande do Norte;Potiguar;3-RNS-142D-RN;3RNS 0142D RN       ;SERRA;Petrobras;480000037819716;2006/01;23,0958;0,0000;23,0958;0,0955;0,0000;0,0955;2,95956;480,5760;;;0
Rio Grande do Norte;Potiguar;7-SER-10D-RNS;7SER10DRNS          ;SERRA;Petrobras;480000037819716;2006/01;499,7619;0,0000;499,7619;0,8581;0,0000;0,8581;26,60167;334,0863;;;0
Rio Grande do Norte;Potiguar;3-RNS-141D-RN;3RNS 0141D RN       ;SERRA;Petrobras;480000037819716;2006/01;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;;;0
Rio Grande do Norte;Potiguar;7-SER-3H-RNS;7SER 0003H RNS      ;SERRA;Petrobras;480000037819716;2006/01;183,6706;0,0000;183,6706;3,3581;0,0000;3,3581;104,10258;199,3281;;;0
Rio Grande do Norte;Potiguar;7-SER-16D-RNS;7SER16DRNS          ;SERRA;Petrobras;480000037819716;2006/01;87,1139;0,0000;87,1139;0,1496;0,0000;0,1496;4,63688;27,8517;;;0
Rio Grande do Norte;Potiguar;7-SER-11D-RNS;7SER11DRNS          ;SERRA;Petrobras;480000037819716;2006/01;25,9992;0,0000;25,9992;0,0446;0,0000;0,0446;1,38379;599,7293;;;0
Rio Grande do Norte;Potiguar;7-SER-14D-RNS;7SER14DRNS          ;SERRA;Petrobras;480000037819716;2006/01;641,8893;0,0000;641,8893;1,1022;0,0000;1,1022;34,16697;23,9175;;;0
Rio Grande do Norte;Potiguar;7-SER-2D-RNS;7SER 0002D RNS      ;SERRA;Petrobras;480000037819716;2006/01;325,2238;0,0000;325,2238;1,3444;0,0000;1,3444;41,67534;545,4442;;;0
Sergipe;Sergipe;7-SG-3A-SES;7SG  0003A SES      ;SALGO;Petrobras;480000038419738;2006/01;953,7990;0,0000;953,7990;50,2471;0,0000;50,2471;1.557,65900;408,1417;;;0
Ceará;Ceará;7-XA-21D-CES;7XA  0021D CES      ;XARÉU;Petrobras;480000037789701;2006/01;58,1341;0,0000;58,1341;1,9052;0,0000;1,9052;59,06029;0,4139;;;0
Ceará;Ceará;7-XA-9-CES;7XA  0009  CES      ;XARÉU;Petrobras;480000037789701;2006/01;106,2308;0,0000;106,2308;0,4265;0,0000;0,4265;13,22182;492,7498;;;0
Ceará;Ceará;7-XA-14-CES;7XA  0014  CES      ;XARÉU;Petrobras;480000037789701;2006/01;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;;;0
Ceará;Ceará;7-XA-24D-CES;7XA  0024D CES      ;XARÉU;Petrobras;480000037789701;2006/01;87,6292;0,0000;87,6292;6,1484;0,0000;6,1484;190,60039;1,1078;;;0
Ceará;Ceará;7-XA-4D-CES;7XA  0004D CES      ;XARÉU;Petrobras;480000037789701;2006/01;169,5915;0,0000;169,5915;5,0665;0,0000;5,0665;157,06221;40,1351;;;0
Ceará;Ceará;7-XA-31D-CES;7XA  0031D CES      ;XARÉU;Petrobras;480000037789701;2006/01;40,3441;0,0000;40,3441;2,0754;0,0000;2,0754;64,33831;2,1406;;;0
Ceará;Ceará;7-XA-10D-CES;7XA  0010D CES      ;XARÉU;Petrobras;480000037789701;2006/01;206,2388;0,0000;206,2388;3,5586;0,0000;3,5586;110,31648;0,3875;;;0
Ceará;Ceará;7-XA-13D-CES;7XA  0013D CES      ;XARÉU;Petrobras;480000037789701;2006/01;203,1183;0,0000;203,1183;0,4805;0,0000;0,4805;14,89635;277,2690;;;0
