Estado;Bacia;Nome Poço;;Campo;Operador;Número do Contrato;Período;Óleo (bbl/dia);Condensado (bbl/dia);Petróleo (bbl/dia);Gás Natural (Mm³/dia);;;Volume Gás Royalties (Mm³/dia);Água (bbl/dia);Instalação Destino;Tipo Instalação;Tempo de Produção (hs por mês);;ANP;Operador;;;;;;;;Associado;Não Associado;Gás Total;;;;;
Rio de Janeiro;Campos;7-BD-7D-RJS;7BD  0007D RJS      ;BADEJO;Petrobras;480000037059720;2014/10;300,9510;0,0000;300,9510;9,0459;0,0000;9,0459;275,89002;9,1302;PETROBRAS 12;UEP;0
Rio de Janeiro;Campos;7-BD-9D-RJS;7BD  0009D RJS      ;BADEJO;Petrobras;480000037059720;2014/10;257,2735;0,0000;257,2735;23,1702;0,0000;23,1702;706,66729;6,6587;PETROBRAS 12;UEP;0
Rio de Janeiro;Campos;4-RJS-156-RJS;4RJS 0156  RJ       ;LINGUADO;Petrobras;480000037069792;2014/10;364,3170;0,0000;364,3170;21,7739;0,0000;21,7739;0,00000;0,9767;PETROBRAS 12;UEP;0
Rio de Janeiro;Campos;3-RJS-159-RJS;3RJS 0159  RJ       ;PAMPO;Petrobras;480000037079755;2014/10;376,3203;0,0000;376,3203;12,1715;0,0000;12,1715;370,38349;174,3479;PLATAFORMA DE PAMPO-1;UEP;0
Rio de Janeiro;Campos;3-RJS-159-RJS;3RJS 0159  RJ       ;PAMPO;Petrobras;480000037079755;2014/10;376,3203;0,0000;376,3203;12,1715;0,0000;12,1715;370,38349;174,3479;PLATAFORMA DE PAMPO-1;UEP;0
Rio de Janeiro;Campos;3-RJS-168-RJS;3RJS 0168  RJ       ;LINGUADO;Petrobras;480000037069792;2014/10;0,0000;0,0000;0,0000;21,9824;0,0000;21,9824;0,00000;0,0000;PETROBRAS 12;UEP;0
Rio de Janeiro;Campos;3-RJS-168-RJS;3RJS 0168  RJ       ;LINGUADO;Petrobras;480000037069792;2014/10;0,0000;0,0000;0,0000;21,9824;0,0000;21,9824;0,00000;0,0000;PETROBRAS 12;UEP;0
Rio de Janeiro;Campos;4-RJS-265A-RJS;4RJS 0265A RJ       ;TRILHA;Petrobras;480000037089718;2014/10;460,6486;0,0000;460,6486;11,7277;0,0000;11,7277;356,27404;7,8968;PETROBRAS 12;UEP;0
Rio de Janeiro;Campos;3-LI-4-RJS;3LI  0004  RJS      ;LINGUADO;Petrobras;480000037069792;2014/10;0,0000;0,0000;0,0000;25,1477;0,0000;25,1477;0,00000;0,0000;PETROBRAS 12;UEP;0
Rio de Janeiro;Campos;7-PM-17D-RJS;7PM  0017D RJS      ;PAMPO;Petrobras;480000037079755;2014/10;188,1605;0,0000;188,1605;3,9690;0,0000;3,9690;120,77768;203,4070;PLATAFORMA DE PAMPO-1;UEP;0
Rio de Janeiro;Campos;3-BD-15C-RJS;3BD  0015C RJS      ;BADEJO;Petrobras;480000037059720;2014/10;279,6760;0,0000;279,6760;10,7427;0,0000;10,7427;327,64168;2,5313;PETROBRAS 12;UEP;0
Rio de Janeiro;Campos;7-LI-17D-RJS;7LI  0017D RJS      ;LINGUADO;Petrobras;480000037069792;2014/10;0,0000;0,0000;0,0000;25,5594;0,0000;25,5594;0,00000;0,0000;PETROBRAS 12;UEP;0
